Index       TIME              V(IN)            V(BASE)           V(COLL)           V(OUT)            I(VDD)      
3360     1.11675277e-08    8.07979689e-03    3.23801487e+00    5.34554574e+00    1.93248150e-03   -4.99255351e-02
3361     1.11708611e-08    3.55396927e-02    3.26464117e+00    5.32854186e+00   -1.46475649e-02   -5.00822608e-02
3362     1.11741944e-08    4.94246339e-02    3.27775412e+00    5.31623396e+00   -2.56134279e-02   -5.01987833e-02
3363     1.11775277e-08    4.44310448e-02    3.27233412e+00    5.31348201e+00   -2.66241353e-02   -5.02290129e-02
3364     1.11808611e-08    2.24663068e-02    3.25043219e+00    5.32139330e+00   -1.72503534e-02   -5.01608509e-02
3365     1.11841944e-08   -8.07979689e-03    3.22039832e+00    5.33683235e+00   -1.19641343e-03   -5.00214773e-02
3366     1.11875277e-08   -3.55396927e-02    3.19369951e+00    5.35377199e+00    1.52739721e-02   -4.98654304e-02
3367     1.11908611e-08   -4.94246339e-02    3.18053243e+00    5.36578927e+00    2.59181846e-02   -4.97518410e-02
3368     1.11941944e-08   -4.44310448e-02    3.18591578e+00    5.36846934e+00    2.68396569e-02   -4.97223487e-02
3369     1.11975277e-08   -2.24663068e-02    3.20777354e+00    5.36084734e+00    1.77319382e-02   -4.97876398e-02
3370     1.12008611e-08    8.07979689e-03    3.23774113e+00    5.34570253e+00    1.93167619e-03   -4.99241041e-02
3371     1.12041944e-08    3.55396927e-02    3.26436756e+00    5.32869817e+00   -1.46487840e-02   -5.00808345e-02
3372     1.12075277e-08    4.94246339e-02    3.27748069e+00    5.31638970e+00   -2.56151276e-02   -5.01973627e-02
3373     1.12108611e-08    4.44310448e-02    3.27206088e+00    5.31363721e+00   -2.66262313e-02   -5.02275974e-02
3374     1.12141944e-08    2.24663068e-02    3.25015915e+00    5.32154821e+00   -1.72526061e-02   -5.01594383e-02
3375     1.12175277e-08   -8.07979689e-03    3.22012546e+00    5.33698729e+00   -1.19848604e-03   -5.00200643e-02
3376     1.12208611e-08   -3.55396927e-02    3.19342680e+00    5.35392727e+00    1.52723636e-02   -4.98640139e-02
3377     1.12241944e-08   -4.94246339e-02    3.18025981e+00    5.36594501e+00    2.59171190e-02   -4.97504200e-02
3378     1.12275277e-08   -4.44310448e-02    3.18564323e+00    5.36862541e+00    2.68389767e-02   -4.97209243e-02
3379     1.12308611e-08   -2.24663068e-02    3.20750107e+00    5.36100345e+00    1.77313468e-02   -4.97862149e-02
3380     1.12341944e-08    8.07979689e-03    3.23746875e+00    5.34585839e+00    1.93087540e-03   -4.99226817e-02
3381     1.12375277e-08    3.55396927e-02    3.26409533e+00    5.32885355e+00   -1.46499963e-02   -5.00794169e-02
3382     1.12408611e-08    4.94246339e-02    3.27720862e+00    5.31654450e+00   -2.56168180e-02   -5.01959507e-02
3383     1.12441944e-08    4.44310448e-02    3.27178902e+00    5.31379150e+00   -2.66283162e-02   -5.02261905e-02
3384     1.12475277e-08    2.24663068e-02    3.24988748e+00    5.32170219e+00   -1.72548472e-02   -5.01580343e-02
3385     1.12508611e-08   -8.07979689e-03    3.21985397e+00    5.33714131e+00   -1.20054816e-03   -5.00186599e-02
3386     1.12541944e-08   -3.55396927e-02    3.19315545e+00    5.35408163e+00    1.52707630e-02   -4.98626060e-02
3387     1.12575277e-08   -4.94246339e-02    3.17998855e+00    5.36609982e+00    2.59160586e-02   -4.97490075e-02
3388     1.12608611e-08   -4.44310448e-02    3.18537205e+00    5.36878054e+00    2.68382999e-02   -4.97195086e-02
3389     1.12641944e-08   -2.24663068e-02    3.20722996e+00    5.36115863e+00    1.77307586e-02   -4.97847987e-02
3390     1.12675277e-08    8.07979689e-03    3.23719774e+00    5.34601332e+00    1.93007910e-03   -4.99212680e-02
3391     1.12708611e-08    3.55396927e-02    3.26382445e+00    5.32900800e+00   -1.46512018e-02   -5.00780078e-02
3392     1.12741944e-08    4.94246339e-02    3.27693792e+00    5.31669838e+00   -2.56184992e-02   -5.01945473e-02
3393     1.12775277e-08    4.44310448e-02    3.27151851e+00    5.31394486e+00   -2.66303900e-02   -5.02247922e-02
3394     1.12808611e-08    2.24663068e-02    3.24961717e+00    5.32185525e+00   -1.72570766e-02   -5.01566389e-02
3395     1.12841944e-08   -8.07979689e-03    3.21958384e+00    5.33729441e+00   -1.20259980e-03   -5.00172640e-02
3396     1.12875277e-08   -3.55396927e-02    3.19288545e+00    5.35423506e+00    1.52691703e-02   -4.98612066e-02
3397     1.12908611e-08   -4.94246339e-02    3.17971866e+00    5.36625370e+00    2.59150033e-02   -4.97476036e-02
3398     1.12941944e-08   -4.44310448e-02    3.18510223e+00    5.36893475e+00    2.68376264e-02   -4.97181014e-02
3399     1.12975277e-08   -2.24663068e-02    3.20696021e+00    5.36131289e+00    1.77301736e-02   -4.97833910e-02
3400     1.13008611e-08    8.07979689e-03    3.23692809e+00    5.34616732e+00    1.92928728e-03   -4.99198628e-02
3401     1.13041944e-08    3.55396927e-02    3.26355494e+00    5.32916152e+00   -1.46524006e-02   -5.00766073e-02
3402     1.13075277e-08    4.94246339e-02    3.27666858e+00    5.31685133e+00   -2.56201712e-02   -5.01931524e-02
3403     1.13108611e-08    4.44310448e-02    3.27124936e+00    5.31409730e+00   -2.66324527e-02   -5.02234023e-02
3404     1.13141944e-08    2.24663068e-02    3.24934822e+00    5.32200740e+00   -1.72592944e-02   -5.01552519e-02
3405     1.13175277e-08   -8.07979689e-03    3.21931506e+00    5.33744659e+00   -1.20464103e-03   -5.00158766e-02
3406     1.13208611e-08   -3.55396927e-02    3.19261682e+00    5.35438758e+00    1.52675856e-02   -4.98598158e-02
3407     1.13241944e-08   -4.94246339e-02    3.17945012e+00    5.36640666e+00    2.59139532e-02   -4.97462083e-02
3408     1.13275277e-08   -4.44310448e-02    3.18483376e+00    5.36908803e+00    2.68369563e-02   -4.97167028e-02
3409     1.13308611e-08   -2.24663068e-02    3.20669181e+00    5.36146622e+00    1.77295917e-02   -4.97819919e-02
3410     1.13341944e-08    8.07979689e-03    3.23665979e+00    5.34632040e+00    1.92849993e-03   -4.99184661e-02
3411     1.13375277e-08    3.55396927e-02    3.26328677e+00    5.32931413e+00   -1.46535927e-02   -5.00752153e-02
3412     1.13408611e-08    4.94246339e-02    3.27640059e+00    5.31700338e+00   -2.56218340e-02   -5.01917659e-02
3413     1.13441944e-08    4.44310448e-02    3.27098156e+00    5.31424883e+00   -2.66345044e-02   -5.02220209e-02
3414     1.13475277e-08    2.24663068e-02    3.24908062e+00    5.32215863e+00   -1.72615006e-02   -5.01538734e-02
3415     1.13508611e-08   -8.07979689e-03    3.21904763e+00    5.33759786e+00   -1.20667188e-03   -5.00144976e-02
3416     1.13541944e-08   -3.55396927e-02    3.19234952e+00    5.35453918e+00    1.52660087e-02   -4.98584334e-02
3417     1.13575277e-08   -4.94246339e-02    3.17918293e+00    5.36655871e+00    2.59129082e-02   -4.97448214e-02
3418     1.13608611e-08   -4.44310448e-02    3.18456664e+00    5.36924040e+00    2.68362895e-02   -4.97153127e-02
3419     1.13641944e-08   -2.24663068e-02    3.20642476e+00    5.36161863e+00    1.77290129e-02   -4.97806013e-02
3420     1.13675277e-08    8.07979689e-03    3.23639284e+00    5.34647256e+00    1.92771701e-03   -4.99170780e-02
3421     1.13708611e-08    3.55396927e-02    3.26301996e+00    5.32946583e+00   -1.46547780e-02   -5.00738317e-02
3422     1.13741944e-08    4.94246339e-02    3.27613394e+00    5.31715451e+00   -2.56234877e-02   -5.01903879e-02
3423     1.13775277e-08    4.44310448e-02    3.27071510e+00    5.31439945e+00   -2.66365451e-02   -5.02206479e-02
3424     1.13808611e-08    2.24663068e-02    3.24881435e+00    5.32230896e+00   -1.72636953e-02   -5.01525032e-02
3425     1.13841944e-08   -8.07979689e-03    3.21878155e+00    5.33774822e+00   -1.20869240e-03   -5.00131270e-02
3426     1.13875277e-08   -3.55396927e-02    3.19208357e+00    5.35468988e+00    1.52644397e-02   -4.98570594e-02
3427     1.13908611e-08   -4.94246339e-02    3.17891707e+00    5.36670985e+00    2.59118684e-02   -4.97434430e-02
3428     1.13941944e-08   -4.44310448e-02    3.18430085e+00    5.36939186e+00    2.68356261e-02   -4.97139310e-02
3429     1.13975277e-08   -2.24663068e-02    3.20615905e+00    5.36177014e+00    1.77284373e-02   -4.97792191e-02
3430     1.14008611e-08    8.07979689e-03    3.23612723e+00    5.34662382e+00    1.92693852e-03   -4.99156982e-02
3431     1.14041944e-08    3.55396927e-02    3.26275447e+00    5.32961662e+00   -1.46559567e-02   -5.00724566e-02
3432     1.14075277e-08    4.94246339e-02    3.27586862e+00    5.31730474e+00   -2.56251322e-02   -5.01890183e-02
3433     1.14108611e-08    4.44310448e-02    3.27044998e+00    5.31454918e+00   -2.66385748e-02   -5.02192832e-02
3434     1.14141944e-08    2.24663068e-02    3.24854943e+00    5.32245839e+00   -1.72658786e-02   -5.01511414e-02
3435     1.14175277e-08   -8.07979689e-03    3.21851679e+00    5.33789768e+00   -1.21070261e-03   -5.00117648e-02
3436     1.14208611e-08   -3.55396927e-02    3.19181896e+00    5.35483967e+00    1.52628785e-02   -4.98556938e-02
3437     1.14241944e-08   -4.94246339e-02    3.17865255e+00    5.36686008e+00    2.59108336e-02   -4.97420729e-02
3438     1.14275277e-08   -4.44310448e-02    3.18403640e+00    5.36954241e+00    2.68349660e-02   -4.97125577e-02
3439     1.14308611e-08   -2.24663068e-02    3.20589467e+00    5.36192073e+00    1.77278647e-02   -4.97778453e-02
3440     1.14341944e-08    8.07979689e-03    3.23586294e+00    5.34677417e+00    1.92616445e-03   -4.99143269e-02
3441     1.14375277e-08    3.55396927e-02    3.26249033e+00    5.32976651e+00   -1.46571288e-02   -5.00710898e-02
3442     1.14408611e-08    4.94246339e-02    3.27560464e+00    5.31745407e+00   -2.56267677e-02   -5.01876570e-02
3443     1.14441944e-08    4.44310448e-02    3.27018619e+00    5.31469800e+00   -2.66405937e-02   -5.02179269e-02
3444     1.14475277e-08    2.24663068e-02    3.24828583e+00    5.32260692e+00   -1.72680504e-02   -5.01497879e-02
3445     1.14508611e-08   -8.07979689e-03    3.21825337e+00    5.33804625e+00   -1.21270258e-03   -5.00104109e-02
3446     1.14541944e-08   -3.55396927e-02    3.19155567e+00    5.35498856e+00    1.52613251e-02   -4.98543366e-02
3447     1.14575277e-08   -4.94246339e-02    3.17838936e+00    5.36700941e+00    2.59098040e-02   -4.97407112e-02
3448     1.14608611e-08   -4.44310448e-02    3.18377328e+00    5.36969205e+00    2.68343091e-02   -4.97111928e-02
3449     1.14641944e-08   -2.24663068e-02    3.20563162e+00    5.36207043e+00    1.77272953e-02   -4.97764799e-02
3450     1.14675277e-08    8.07979689e-03    3.23559999e+00    5.34692361e+00    1.92539476e-03   -4.99129639e-02
3451     1.14708611e-08    3.55396927e-02    3.26222750e+00    5.32991550e+00   -1.46582942e-02   -5.00697313e-02
3452     1.14741944e-08    4.94246339e-02    3.27534199e+00    5.31760251e+00   -2.56283942e-02   -5.01863039e-02
3453     1.14775277e-08    4.44310448e-02    3.26992372e+00    5.31484593e+00   -2.66426017e-02   -5.02165788e-02
3454     1.14808611e-08    2.24663068e-02    3.24802355e+00    5.32275456e+00   -1.72702109e-02   -5.01484426e-02
3455     1.14841944e-08   -8.07979689e-03    3.21799127e+00    5.33819392e+00   -1.21469232e-03   -5.00090652e-02
3456     1.14875277e-08   -3.55396927e-02    3.19129370e+00    5.35513656e+00    1.52597794e-02   -4.98529876e-02
3457     1.14908611e-08   -4.94246339e-02    3.17812748e+00    5.36715784e+00    2.59087793e-02   -4.97393578e-02
3458     1.14941944e-08   -4.44310448e-02    3.18351148e+00    5.36984080e+00    2.68336556e-02   -4.97098362e-02
3459     1.14975277e-08   -2.24663068e-02    3.20536989e+00    5.36221922e+00    1.77267290e-02   -4.97751229e-02
3460     1.15008611e-08    8.07979689e-03    3.23533835e+00    5.34707217e+00    1.92462945e-03   -4.99116092e-02
3461     1.15041944e-08    3.55396927e-02    3.26196600e+00    5.33006359e+00   -1.46594530e-02   -5.00683811e-02
3462     1.15075277e-08    4.94246339e-02    3.27508065e+00    5.31775005e+00   -2.56300116e-02   -5.01849592e-02
3463     1.15108611e-08    4.44310448e-02    3.26966257e+00    5.31499297e+00   -2.66445988e-02   -5.02152390e-02
3464     1.15141944e-08    2.24663068e-02    3.24776259e+00    5.32290132e+00   -1.72723600e-02   -5.01471056e-02
3465     1.15175277e-08   -8.07979689e-03    3.21773048e+00    5.33834070e+00   -1.21667189e-03   -5.00077277e-02
3466     1.15208611e-08   -3.55396927e-02    3.19103305e+00    5.35528367e+00    1.52582414e-02   -4.98516468e-02
3467     1.15241944e-08   -4.94246339e-02    3.17786693e+00    5.36730539e+00    2.59077597e-02   -4.97380127e-02
3468     1.15275277e-08   -4.44310448e-02    3.18325099e+00    5.36998866e+00    2.68330053e-02   -4.97084879e-02
3469     1.15308611e-08   -2.24663068e-02    3.20510947e+00    5.36236712e+00    1.77261657e-02   -4.97737740e-02
3470     1.15341944e-08    8.07979689e-03    3.23507803e+00    5.34721983e+00    1.92386851e-03   -4.99102627e-02
3471     1.15375277e-08    3.55396927e-02    3.26170581e+00    5.33021080e+00   -1.46606053e-02   -5.00670391e-02
3472     1.15408611e-08    4.94246339e-02    3.27482062e+00    5.31789671e+00   -2.56316201e-02   -5.01836226e-02
3473     1.15441944e-08    4.44310448e-02    3.26940273e+00    5.31513913e+00   -2.66465852e-02   -5.02139073e-02
3474     1.15475277e-08    2.24663068e-02    3.24750294e+00    5.32304719e+00   -1.72744978e-02   -5.01457767e-02
3475     1.15508611e-08   -8.07979689e-03    3.21747100e+00    5.33848660e+00   -1.21864133e-03   -5.00063985e-02
3476     1.15541944e-08   -3.55396927e-02    3.19077370e+00    5.35542989e+00    1.52567111e-02   -4.98503142e-02
3477     1.15575277e-08   -4.94246339e-02    3.17760768e+00    5.36745204e+00    2.59067451e-02   -4.97366757e-02
3478     1.15608611e-08   -4.44310448e-02    3.18299181e+00    5.37013563e+00    2.68323583e-02   -4.97071478e-02
3479     1.15641944e-08   -2.24663068e-02    3.20485036e+00    5.36251414e+00    1.77256055e-02   -4.97724334e-02
3480     1.15675277e-08    8.07979689e-03    3.23481901e+00    5.34736660e+00    1.92311191e-03   -4.99089245e-02
3481     1.15708611e-08    3.55396927e-02    3.26144692e+00    5.33035712e+00   -1.46617510e-02   -5.00657054e-02
3482     1.15741944e-08    4.94246339e-02    3.27456190e+00    5.31804248e+00   -2.56332197e-02   -5.01822942e-02
3483     1.15775277e-08    4.44310448e-02    3.26914420e+00    5.31528442e+00   -2.66485608e-02   -5.02125837e-02
3484     1.15808611e-08    2.24663068e-02    3.24724460e+00    5.32319218e+00   -1.72766244e-02   -5.01444559e-02
3485     1.15841944e-08   -8.07979689e-03    3.21721283e+00    5.33863163e+00   -1.22060067e-03   -5.00050773e-02
3486     1.15875277e-08   -3.55396927e-02    3.19051566e+00    5.35557524e+00    1.52551885e-02   -4.98489898e-02
3487     1.15908611e-08   -4.94246339e-02    3.17734973e+00    5.36759782e+00    2.59057355e-02   -4.97353470e-02
3488     1.15941944e-08   -4.44310448e-02    3.18273393e+00    5.37028171e+00    2.68317146e-02   -4.97058159e-02
3489     1.15975277e-08   -2.24663068e-02    3.20459255e+00    5.36266027e+00    1.77250483e-02   -4.97711010e-02
3490     1.16008611e-08    8.07979689e-03    3.23456130e+00    5.34751249e+00    1.92235963e-03   -4.99075944e-02
3491     1.16041944e-08    3.55396927e-02    3.26118934e+00    5.33050256e+00   -1.46628902e-02   -5.00643797e-02
3492     1.16075277e-08    4.94246339e-02    3.27430448e+00    5.31818738e+00   -2.56348103e-02   -5.01809739e-02
3493     1.16108611e-08    4.44310448e-02    3.26888696e+00    5.31542882e+00   -2.66505258e-02   -5.02112683e-02
3494     1.16141944e-08    2.24663068e-02    3.24698755e+00    5.32333630e+00   -1.72787398e-02   -5.01431432e-02
3495     1.16175277e-08   -8.07979689e-03    3.21695595e+00    5.33877578e+00   -1.22254996e-03   -5.00037642e-02
3496     1.16208611e-08   -3.55396927e-02    3.19025892e+00    5.35571971e+00    1.52536734e-02   -4.98476735e-02
3497     1.16241944e-08   -4.94246339e-02    3.17709308e+00    5.36774271e+00    2.59047309e-02   -4.97340263e-02
3498     1.16275277e-08   -4.44310448e-02    3.18247735e+00    5.37042691e+00    2.68310740e-02   -4.97044922e-02
3499     1.16308611e-08   -2.24663068e-02    3.20433604e+00    5.36280552e+00    1.77244942e-02   -4.97697768e-02
3500     1.16341944e-08    8.07979689e-03    3.23430488e+00    5.34765751e+00    1.92161167e-03   -4.99062725e-02
3501     1.16375277e-08    3.55396927e-02    3.26093305e+00    5.33064713e+00   -1.46640229e-02   -5.00630622e-02
3502     1.16408611e-08    4.94246339e-02    3.27404836e+00    5.31833141e+00   -2.56363921e-02   -5.01796617e-02
3503     1.16441944e-08    4.44310448e-02    3.26863102e+00    5.31557236e+00   -2.66524801e-02   -5.02099609e-02
3504     1.16475277e-08    2.24663068e-02    3.24673180e+00    5.32347955e+00   -1.72808440e-02   -5.01418386e-02
3505     1.16508611e-08   -8.07979689e-03    3.21670036e+00    5.33891906e+00   -1.22448923e-03   -5.00024592e-02
3506     1.16541944e-08   -3.55396927e-02    3.19000346e+00    5.35586331e+00    1.52521660e-02   -4.98463652e-02
3507     1.16575277e-08   -4.94246339e-02    3.17683771e+00    5.36788674e+00    2.59037312e-02   -4.97327138e-02
3508     1.16608611e-08   -4.44310448e-02    3.18222205e+00    5.37057125e+00    2.68304367e-02   -4.97031765e-02
3509     1.16641944e-08   -2.24663068e-02    3.20408081e+00    5.36294990e+00    1.77239431e-02   -4.97684606e-02
3510     1.16675277e-08    8.07979689e-03    3.23404975e+00    5.34780165e+00    1.92086801e-03   -4.99049586e-02
3511     1.16708611e-08    3.55396927e-02    3.26067805e+00    5.33079082e+00   -1.46651491e-02   -5.00617527e-02
3512     1.16741944e-08    4.94246339e-02    3.27379351e+00    5.31847457e+00   -2.56379651e-02   -5.01783575e-02
3513     1.16775277e-08    4.44310448e-02    3.26837636e+00    5.31571503e+00   -2.66544238e-02   -5.02086615e-02
3514     1.16808611e-08    2.24663068e-02    3.24647733e+00    5.32362194e+00   -1.72829372e-02   -5.01405419e-02
3515     1.16841944e-08   -8.07979689e-03    3.21644606e+00    5.33906148e+00   -1.22641853e-03   -5.00011622e-02
3516     1.16875277e-08   -3.55396927e-02    3.18974929e+00    5.35600604e+00    1.52506662e-02   -4.98450650e-02
3517     1.16908611e-08   -4.94246339e-02    3.17658363e+00    5.36802989e+00    2.59027365e-02   -4.97314093e-02
3518     1.16941944e-08   -4.44310448e-02    3.18196804e+00    5.37071471e+00    2.68298026e-02   -4.97018689e-02
3519     1.16975277e-08   -2.24663068e-02    3.20382687e+00    5.36309341e+00    1.77233950e-02   -4.97671525e-02
3520     1.17008611e-08    8.07979689e-03    3.23379590e+00    5.34794492e+00    1.92012862e-03   -4.99036528e-02
3521     1.17041944e-08    3.55396927e-02    3.26042433e+00    5.33093366e+00   -1.46662689e-02   -5.00604513e-02
3522     1.17075277e-08    4.94246339e-02    3.27353996e+00    5.31861687e+00   -2.56395293e-02   -5.01770613e-02
3523     1.17108611e-08    4.44310448e-02    3.26812299e+00    5.31585685e+00   -2.66563569e-02   -5.02073701e-02
3524     1.17141944e-08    2.24663068e-02    3.24622413e+00    5.32376347e+00   -1.72850192e-02   -5.01392532e-02
3525     1.17175277e-08   -8.07979689e-03    3.21619303e+00    5.33920304e+00   -1.22833789e-03   -4.99998731e-02
3526     1.17208611e-08   -3.55396927e-02    3.18949640e+00    5.35614791e+00    1.52491738e-02   -4.98437727e-02
3527     1.17241944e-08   -4.94246339e-02    3.17633083e+00    5.36817218e+00    2.59017466e-02   -4.97301128e-02
3528     1.17275277e-08   -4.44310448e-02    3.18171531e+00    5.37085731e+00    2.68291717e-02   -4.97005693e-02
3529     1.17308611e-08   -2.24663068e-02    3.20357420e+00    5.36323605e+00    1.77228499e-02   -4.97658524e-02
3530     1.17341944e-08    8.07979689e-03    3.23354333e+00    5.34808734e+00    1.91939350e-03   -4.99023550e-02
3531     1.17375277e-08    3.55396927e-02    3.26017188e+00    5.33107563e+00   -1.46673822e-02   -5.00591578e-02
3532     1.17408611e-08    4.94246339e-02    3.27328767e+00    5.31875831e+00   -2.56410847e-02   -5.01757731e-02
3533     1.17441944e-08    4.44310448e-02    3.26787088e+00    5.31599780e+00   -2.66582795e-02   -5.02060865e-02
3534     1.17475277e-08    2.24663068e-02    3.24597221e+00    5.32390415e+00   -1.72870902e-02   -5.01379724e-02
3535     1.17508611e-08   -8.07979689e-03    3.21594128e+00    5.33934374e+00   -1.23024736e-03   -4.99985919e-02
3536     1.17541944e-08   -3.55396927e-02    3.18924477e+00    5.35628893e+00    1.52476890e-02   -4.98424883e-02
3537     1.17575277e-08   -4.94246339e-02    3.17607930e+00    5.36831362e+00    2.59007617e-02   -4.97288242e-02
3538     1.17608611e-08   -4.44310448e-02    3.18146384e+00    5.37099904e+00    2.68285440e-02   -4.96992777e-02
3539     1.17641944e-08   -2.24663068e-02    3.20332281e+00    5.36337783e+00    1.77223079e-02   -4.97645603e-02
3540     1.17675277e-08    8.07979689e-03    3.23329203e+00    5.34822889e+00    1.91866263e-03   -4.99010651e-02
3541     1.17708611e-08    3.55396927e-02    3.25992071e+00    5.33121674e+00   -1.46684891e-02   -5.00578722e-02
3542     1.17741944e-08    4.94246339e-02    3.27303665e+00    5.31889890e+00   -2.56426313e-02   -5.01744927e-02
3543     1.17775277e-08    4.44310448e-02    3.26762005e+00    5.31613791e+00   -2.66601916e-02   -5.02048109e-02
3544     1.17808611e-08    2.24663068e-02    3.24572156e+00    5.32404397e+00   -1.72891503e-02   -5.01366995e-02
3545     1.17841944e-08   -8.07979689e-03    3.21569079e+00    5.33948360e+00   -1.23214696e-03   -4.99973186e-02
3546     1.17875277e-08   -3.55396927e-02    3.18899442e+00    5.35642909e+00    1.52462117e-02   -4.98412119e-02
3547     1.17908611e-08   -4.94246339e-02    3.17582903e+00    5.36845420e+00    2.58997816e-02   -4.97275435e-02
3548     1.17941944e-08   -4.44310448e-02    3.18121364e+00    5.37113992e+00    2.68279195e-02   -4.96979939e-02
3549     1.17975277e-08   -2.24663068e-02    3.20307268e+00    5.36351876e+00    1.77217688e-02   -4.97632760e-02
3550     1.18008611e-08    8.07979689e-03    3.23304199e+00    5.34836959e+00    1.91793600e-03   -4.98997831e-02
3551     1.18041944e-08    3.55396927e-02    3.25967079e+00    5.33135701e+00   -1.46695897e-02   -5.00565946e-02
3552     1.18075277e-08    4.94246339e-02    3.27278690e+00    5.31903863e+00   -2.56441693e-02   -5.01732202e-02
3553     1.18108611e-08    4.44310448e-02    3.26737047e+00    5.31627717e+00   -2.66620933e-02   -5.02035431e-02
3554     1.18141944e-08    2.24663068e-02    3.24547217e+00    5.32418295e+00   -1.72911994e-02   -5.01354344e-02
3555     1.18175277e-08   -8.07979689e-03    3.21544156e+00    5.33962261e+00   -1.23403675e-03   -4.99960532e-02
3556     1.18208611e-08   -3.55396927e-02    3.18874532e+00    5.35656841e+00    1.52447418e-02   -4.98399433e-02
3557     1.18241944e-08   -4.94246339e-02    3.17558003e+00    5.36859392e+00    2.58988063e-02   -4.97262707e-02
3558     1.18275277e-08   -4.44310448e-02    3.18096470e+00    5.37127995e+00    2.68272981e-02   -4.96967181e-02
3559     1.18308611e-08   -2.24663068e-02    3.20282381e+00    5.36365884e+00    1.77212326e-02   -4.97619997e-02
3560     1.18341944e-08    8.07979689e-03    3.23279321e+00    5.34850943e+00    1.91721358e-03   -4.98985090e-02
3561     1.18375277e-08    3.55396927e-02    3.25942214e+00    5.33149642e+00   -1.46706839e-02   -5.00553247e-02
3562     1.18408611e-08    4.94246339e-02    3.27253840e+00    5.31917753e+00   -2.56456987e-02   -5.01719555e-02
3563     1.18441944e-08    4.44310448e-02    3.26712215e+00    5.31641559e+00   -2.66639845e-02   -5.02022831e-02
3564     1.18475277e-08    2.24663068e-02    3.24522403e+00    5.32432109e+00   -1.72932376e-02   -5.01341771e-02
3565     1.18508611e-08   -8.07979689e-03    3.21519359e+00    5.33976077e+00   -1.23591676e-03   -4.99947955e-02
3566     1.18541944e-08   -3.55396927e-02    3.18849747e+00    5.35670688e+00    1.52432793e-02   -4.98386824e-02
3567     1.18575277e-08   -4.94246339e-02    3.17533227e+00    5.36873281e+00    2.58978359e-02   -4.97250058e-02
3568     1.18608611e-08   -4.44310448e-02    3.18071702e+00    5.37141914e+00    2.68266798e-02   -4.96954501e-02
3569     1.18641944e-08   -2.24663068e-02    3.20257619e+00    5.36379807e+00    1.77206995e-02   -4.97607312e-02
3570     1.18675277e-08    8.07979689e-03    3.23254568e+00    5.34864844e+00    1.91649536e-03   -4.98972428e-02
3571     1.18708611e-08    3.55396927e-02    3.25917473e+00    5.33163500e+00   -1.46717718e-02   -5.00540627e-02
3572     1.18741944e-08    4.94246339e-02    3.27229116e+00    5.31931558e+00   -2.56472194e-02   -5.01706986e-02
3573     1.18775277e-08    4.44310448e-02    3.26687509e+00    5.31655317e+00   -2.66658654e-02   -5.02010308e-02
3574     1.18808611e-08    2.24663068e-02    3.24497715e+00    5.32445840e+00   -1.72952649e-02   -5.01329275e-02
3575     1.18841944e-08   -8.07979689e-03    3.21494687e+00    5.33989810e+00   -1.23778702e-03   -4.99935455e-02
3576     1.18875277e-08   -3.55396927e-02    3.18825088e+00    5.35684452e+00    1.52418242e-02   -4.98374294e-02
3577     1.18908611e-08   -4.94246339e-02    3.17508577e+00    5.36887085e+00    2.58968704e-02   -4.97237486e-02
3578     1.18941944e-08   -4.44310448e-02    3.18047057e+00    5.37155748e+00    2.68260647e-02   -4.96941899e-02
3579     1.18975277e-08   -2.24663068e-02    3.20232981e+00    5.36393646e+00    1.77201693e-02   -4.97594705e-02
3580     1.19008611e-08    8.07979689e-03    3.23229939e+00    5.34878660e+00    1.91578134e-03   -4.98959843e-02
3581     1.19041944e-08    3.55396927e-02    3.25892857e+00    5.33177273e+00   -1.46728534e-02   -5.00528084e-02
3582     1.19075277e-08    4.94246339e-02    3.27204515e+00    5.31945280e+00   -2.56487315e-02   -5.01694494e-02
3583     1.19108611e-08    4.44310448e-02    3.26662926e+00    5.31668991e+00   -2.66677360e-02   -5.01997862e-02
3584     1.19141944e-08    2.24663068e-02    3.24473150e+00    5.32459487e+00   -1.72972814e-02   -5.01316856e-02
3585     1.19175277e-08   -8.07979689e-03    3.21470138e+00    5.34003460e+00   -1.23964759e-03   -4.99923033e-02
3586     1.19208611e-08   -3.55396927e-02    3.18800552e+00    5.35698132e+00    1.52403765e-02   -4.98361841e-02
3587     1.19241944e-08   -4.94246339e-02    3.17484050e+00    5.36900806e+00    2.58959096e-02   -4.97224991e-02
3588     1.19275277e-08   -4.44310448e-02    3.18022537e+00    5.37169498e+00    2.68254527e-02   -4.96929375e-02
3589     1.19308611e-08   -2.24663068e-02    3.20208468e+00    5.36407401e+00    1.77196420e-02   -4.97582176e-02
3590     1.19341944e-08    8.07979689e-03    3.23205435e+00    5.34892393e+00    1.91507148e-03   -4.98947335e-02
3591     1.19375277e-08    3.55396927e-02    3.25868365e+00    5.33190963e+00   -1.46739286e-02   -5.00515618e-02
3592     1.19408611e-08    4.94246339e-02    3.27180039e+00    5.31958919e+00   -2.56502350e-02   -5.01682079e-02
3593     1.19441944e-08    4.44310448e-02    3.26638467e+00    5.31682583e+00   -2.66695963e-02   -5.01985493e-02
3594     1.19475277e-08    2.24663068e-02    3.24448709e+00    5.32473051e+00   -1.72992872e-02   -5.01304513e-02
3595     1.19508611e-08   -8.07979689e-03    3.21445713e+00    5.34017027e+00   -1.24149848e-03   -4.99910687e-02
