Index       TIME             V(BASE)           V(COLL)           V(OUT)            I(VDD)      
3554     1.17318837e-08    4.44647352e+00    9.99315974e+00   -8.07376861e-03   -1.76774242e-01
3555     1.17352170e-08    4.47602631e+00    9.98673302e+00   -1.37722863e-02   -1.77103452e-01
3556     1.17385504e-08    4.49717021e+00    9.98517057e+00   -1.43957992e-02   -1.77567497e-01
3557     1.17418837e-08    4.50183172e+00    9.98957156e+00   -9.20801859e-03   -1.77987529e-01
3558     1.17452170e-08    4.48821460e+00    9.99835410e+00   -1.14713974e-04   -1.78191491e-01
3559     1.17485504e-08    4.46150840e+00    1.00076901e+01    8.92750172e-03   -1.78096096e-01
3560     1.17518837e-08    4.43192252e+00    1.00136478e+01    1.41170823e-02   -1.77746382e-01
3561     1.17552170e-08    4.41077394e+00    1.00142153e+01    1.37555170e-02   -1.77286226e-01
3562     1.17585504e-08    4.40614264e+00    1.00096678e+01    8.46719291e-03   -1.76889100e-01
3563     1.17618837e-08    4.41978310e+00    1.00017900e+01    2.97275768e-04   -1.76695409e-01
3564     1.17652170e-08    4.44647352e+00    9.99315973e+00   -8.07377300e-03   -1.76774242e-01
3565     1.17685504e-08    4.47602631e+00    9.98673302e+00   -1.37722835e-02   -1.77103453e-01
3566     1.17718837e-08    4.49717021e+00    9.98517058e+00   -1.43957888e-02   -1.77567497e-01
3567     1.17752170e-08    4.50183172e+00    9.98957157e+00   -9.20800382e-03   -1.77987529e-01
3568     1.17785504e-08    4.48821460e+00    9.99835412e+00   -1.14701355e-04   -1.78191491e-01
3569     1.17818837e-08    4.46150840e+00    1.00076901e+01    8.92750587e-03   -1.78096096e-01
3570     1.17852170e-08    4.43192252e+00    1.00136478e+01    1.41170765e-02   -1.77746381e-01
3571     1.17885504e-08    4.41077394e+00    1.00142153e+01    1.37555051e-02   -1.77286225e-01
3572     1.17918837e-08    4.40614264e+00    1.00096678e+01    8.46718006e-03   -1.76889100e-01
3573     1.17952170e-08    4.41978310e+00    1.00017900e+01    2.97265876e-04   -1.76695410e-01
3574     1.17985504e-08    4.44647352e+00    9.99315973e+00   -8.07377740e-03   -1.76774243e-01
3575     1.18018837e-08    4.47602631e+00    9.98673302e+00   -1.37722806e-02   -1.77103453e-01
3576     1.18052170e-08    4.49717021e+00    9.98517059e+00   -1.43957785e-02   -1.77567498e-01
3577     1.18085504e-08    4.50183172e+00    9.98957159e+00   -9.20798904e-03   -1.77987529e-01
3578     1.18118837e-08    4.48821460e+00    9.99835413e+00   -1.14688734e-04   -1.78191491e-01
3579     1.18152170e-08    4.46150840e+00    1.00076901e+01    8.92751002e-03   -1.78096095e-01
3580     1.18185504e-08    4.43192252e+00    1.00136478e+01    1.41170708e-02   -1.77746381e-01
3581     1.18218837e-08    4.41077394e+00    1.00142153e+01    1.37554932e-02   -1.77286225e-01
3582     1.18252170e-08    4.40614264e+00    1.00096677e+01    8.46716722e-03   -1.76889100e-01
3583     1.18285504e-08    4.41978310e+00    1.00017900e+01    2.97255982e-04   -1.76695410e-01
3584     1.18318837e-08    4.44647352e+00    9.99315972e+00   -8.07378180e-03   -1.76774244e-01
3585     1.18352170e-08    4.47602631e+00    9.98673302e+00   -1.37722777e-02   -1.77103454e-01
3586     1.18385504e-08    4.49717020e+00    9.98517060e+00   -1.43957681e-02   -1.77567498e-01
3587     1.18418837e-08    4.50183172e+00    9.98957160e+00   -9.20797425e-03   -1.77987529e-01
3588     1.18452170e-08    4.48821460e+00    9.99835414e+00   -1.14676109e-04   -1.78191490e-01
3589     1.18485504e-08    4.46150840e+00    1.00076901e+01    8.92751417e-03   -1.78096094e-01
3590     1.18518837e-08    4.43192252e+00    1.00136478e+01    1.41170650e-02   -1.77746380e-01
3591     1.18552170e-08    4.41077394e+00    1.00142153e+01    1.37554813e-02   -1.77286225e-01
3592     1.18585504e-08    4.40614263e+00    1.00096677e+01    8.46715436e-03   -1.76889100e-01
3593     1.18618837e-08    4.41978310e+00    1.00017900e+01    2.97246086e-04   -1.76695411e-01
3594     1.18652170e-08    4.44647351e+00    9.99315972e+00   -8.07378619e-03   -1.76774245e-01
3595     1.18685504e-08    4.47602631e+00    9.98673303e+00   -1.37722749e-02   -1.77103455e-01
3596     1.18718837e-08    4.49717020e+00    9.98517061e+00   -1.43957577e-02   -1.77567499e-01
3597     1.18752170e-08    4.50183172e+00    9.98957162e+00   -9.20795947e-03   -1.77987530e-01
3598     1.18785504e-08    4.48821460e+00    9.99835416e+00   -1.14663483e-04   -1.78191490e-01
3599     1.18818837e-08    4.46150840e+00    1.00076901e+01    8.92751832e-03   -1.78096094e-01
3600     1.18852170e-08    4.43192252e+00    1.00136478e+01    1.41170593e-02   -1.77746379e-01
3601     1.18885504e-08    4.41077394e+00    1.00142153e+01    1.37554694e-02   -1.77286224e-01
3602     1.18918837e-08    4.40614263e+00    1.00096677e+01    8.46714151e-03   -1.76889100e-01
3603     1.18952170e-08    4.41978310e+00    1.00017900e+01    2.97236188e-04   -1.76695411e-01
3604     1.18985504e-08    4.44647351e+00    9.99315971e+00   -8.07379059e-03   -1.76774245e-01
3605     1.19018837e-08    4.47602630e+00    9.98673303e+00   -1.37722720e-02   -1.77103456e-01
3606     1.19052170e-08    4.49717020e+00    9.98517062e+00   -1.43957473e-02   -1.77567500e-01
3607     1.19085504e-08    4.50183172e+00    9.98957163e+00   -9.20794468e-03   -1.77987530e-01
3608     1.19118837e-08    4.48821460e+00    9.99835417e+00   -1.14650854e-04   -1.78191490e-01
3609     1.19152170e-08    4.46150840e+00    1.00076901e+01    8.92752247e-03   -1.78096093e-01
3610     1.19185504e-08    4.43192252e+00    1.00136478e+01    1.41170535e-02   -1.77746379e-01
3611     1.19218837e-08    4.41077394e+00    1.00142153e+01    1.37554575e-02   -1.77286224e-01
3612     1.19252170e-08    4.40614263e+00    1.00096677e+01    8.46712865e-03   -1.76889100e-01
3613     1.19285504e-08    4.41978310e+00    1.00017899e+01    2.97226288e-04   -1.76695412e-01
3614     1.19318837e-08    4.44647351e+00    9.99315970e+00   -8.07379499e-03   -1.76774246e-01
3615     1.19352170e-08    4.47602630e+00    9.98673303e+00   -1.37722691e-02   -1.77103457e-01
3616     1.19385504e-08    4.49717020e+00    9.98517063e+00   -1.43957370e-02   -1.77567500e-01
3617     1.19418837e-08    4.50183172e+00    9.98957165e+00   -9.20792989e-03   -1.77987530e-01
3618     1.19452170e-08    4.48821460e+00    9.99835418e+00   -1.14638222e-04   -1.78191490e-01
3619     1.19485504e-08    4.46150840e+00    1.00076901e+01    8.92752662e-03   -1.78096092e-01
3620     1.19518837e-08    4.43192252e+00    1.00136478e+01    1.41170478e-02   -1.77746378e-01
3621     1.19552170e-08    4.41077394e+00    1.00142153e+01    1.37554455e-02   -1.77286224e-01
3622     1.19585504e-08    4.40614263e+00    1.00096677e+01    8.46711579e-03   -1.76889100e-01
3623     1.19618837e-08    4.41978310e+00    1.00017899e+01    2.97216387e-04   -1.76695412e-01
3624     1.19652170e-08    4.44647351e+00    9.99315970e+00   -8.07379939e-03   -1.76774247e-01
3625     1.19685504e-08    4.47602630e+00    9.98673303e+00   -1.37722662e-02   -1.77103457e-01
3626     1.19718837e-08    4.49717020e+00    9.98517064e+00   -1.43957266e-02   -1.77567501e-01
3627     1.19752170e-08    4.50183172e+00    9.98957166e+00   -9.20791509e-03   -1.77987530e-01
3628     1.19785504e-08    4.48821460e+00    9.99835420e+00   -1.14625588e-04   -1.78191489e-01
3629     1.19818837e-08    4.46150840e+00    1.00076901e+01    8.92753077e-03   -1.78096092e-01
3630     1.19852170e-08    4.43192252e+00    1.00136478e+01    1.41170420e-02   -1.77746377e-01
3631     1.19885504e-08    4.41077394e+00    1.00142153e+01    1.37554336e-02   -1.77286223e-01
3632     1.19918837e-08    4.40614263e+00    1.00096677e+01    8.46710293e-03   -1.76889101e-01
3633     1.19952170e-08    4.41978310e+00    1.00017899e+01    2.97206483e-04   -1.76695412e-01
3634     1.19985504e-08    4.44647351e+00    9.99315969e+00   -8.07380380e-03   -1.76774247e-01
3635     1.20018837e-08    4.47602630e+00    9.98673303e+00   -1.37722634e-02   -1.77103458e-01
3636     1.20052170e-08    4.49717020e+00    9.98517065e+00   -1.43957162e-02   -1.77567501e-01
3637     1.20085504e-08    4.50183172e+00    9.98957168e+00   -9.20790029e-03   -1.77987530e-01
3638     1.20118837e-08    4.48821460e+00    9.99835421e+00   -1.14612951e-04   -1.78191489e-01
3639     1.20152170e-08    4.46150840e+00    1.00076901e+01    8.92753493e-03   -1.78096091e-01
3640     1.20185504e-08    4.43192252e+00    1.00136478e+01    1.41170363e-02   -1.77746377e-01
3641     1.20218837e-08    4.41077394e+00    1.00142152e+01    1.37554217e-02   -1.77286223e-01
3642     1.20252170e-08    4.40614263e+00    1.00096677e+01    8.46709006e-03   -1.76889101e-01
3643     1.20285504e-08    4.41978310e+00    1.00017899e+01    2.97196577e-04   -1.76695413e-01
3644     1.20318837e-08    4.44647351e+00    9.99315969e+00   -8.07380820e-03   -1.76774248e-01
3645     1.20352170e-08    4.47602630e+00    9.98673303e+00   -1.37722605e-02   -1.77103459e-01
3646     1.20385504e-08    4.49717020e+00    9.98517066e+00   -1.43957058e-02   -1.77567502e-01
3647     1.20418837e-08    4.50183172e+00    9.98957169e+00   -9.20788549e-03   -1.77987531e-01
3648     1.20452170e-08    4.48821460e+00    9.99835423e+00   -1.14600312e-04   -1.78191489e-01
3649     1.20485504e-08    4.46150840e+00    1.00076901e+01    8.92753908e-03   -1.78096091e-01
3650     1.20518837e-08    4.43192252e+00    1.00136478e+01    1.41170305e-02   -1.77746376e-01
3651     1.20552170e-08    4.41077394e+00    1.00142152e+01    1.37554098e-02   -1.77286222e-01
3652     1.20585504e-08    4.40614263e+00    1.00096677e+01    8.46707720e-03   -1.76889101e-01
3653     1.20618837e-08    4.41978310e+00    1.00017899e+01    2.97186669e-04   -1.76695413e-01
3654     1.20652170e-08    4.44647351e+00    9.99315968e+00   -8.07381260e-03   -1.76774249e-01
3655     1.20685504e-08    4.47602630e+00    9.98673303e+00   -1.37722576e-02   -1.77103460e-01
3656     1.20718837e-08    4.49717020e+00    9.98517067e+00   -1.43956954e-02   -1.77567502e-01
3657     1.20752170e-08    4.50183172e+00    9.98957170e+00   -9.20787069e-03   -1.77987531e-01
3658     1.20785504e-08    4.48821460e+00    9.99835424e+00   -1.14587670e-04   -1.78191488e-01
3659     1.20818837e-08    4.46150840e+00    1.00076901e+01    8.92754323e-03   -1.78096090e-01
3660     1.20852170e-08    4.43192252e+00    1.00136478e+01    1.41170248e-02   -1.77746376e-01
3661     1.20885504e-08    4.41077394e+00    1.00142152e+01    1.37553979e-02   -1.77286222e-01
3662     1.20918837e-08    4.40614263e+00    1.00096676e+01    8.46706433e-03   -1.76889101e-01
3663     1.20952170e-08    4.41978309e+00    1.00017899e+01    2.97176759e-04   -1.76695414e-01
3664     1.20985504e-08    4.44647351e+00    9.99315968e+00   -8.07381701e-03   -1.76774249e-01
3665     1.21018837e-08    4.47602630e+00    9.98673304e+00   -1.37722548e-02   -1.77103460e-01
3666     1.21052170e-08    4.49717019e+00    9.98517067e+00   -1.43956850e-02   -1.77567503e-01
3667     1.21085504e-08    4.50183171e+00    9.98957172e+00   -9.20785588e-03   -1.77987531e-01
3668     1.21118837e-08    4.48821460e+00    9.99835425e+00   -1.14575025e-04   -1.78191488e-01
3669     1.21152170e-08    4.46150840e+00    1.00076901e+01    8.92754739e-03   -1.78096089e-01
3670     1.21185504e-08    4.43192253e+00    1.00136478e+01    1.41170190e-02   -1.77746375e-01
3671     1.21218837e-08    4.41077394e+00    1.00142152e+01    1.37553859e-02   -1.77286222e-01
3672     1.21252170e-08    4.40614263e+00    1.00096676e+01    8.46705145e-03   -1.76889101e-01
3673     1.21285504e-08    4.41978309e+00    1.00017899e+01    2.97166847e-04   -1.76695414e-01
3674     1.21318837e-08    4.44647350e+00    9.99315967e+00   -8.07382141e-03   -1.76774250e-01
3675     1.21352170e-08    4.47602629e+00    9.98673304e+00   -1.37722519e-02   -1.77103461e-01
3676     1.21385504e-08    4.49717019e+00    9.98517068e+00   -1.43956746e-02   -1.77567504e-01
3677     1.21418837e-08    4.50183171e+00    9.98957173e+00   -9.20784107e-03   -1.77987531e-01
3678     1.21452170e-08    4.48821460e+00    9.99835427e+00   -1.14562378e-04   -1.78191488e-01
3679     1.21485504e-08    4.46150840e+00    1.00076901e+01    8.92755155e-03   -1.78096089e-01
3680     1.21518837e-08    4.43192253e+00    1.00136478e+01    1.41170132e-02   -1.77746374e-01
3681     1.21552170e-08    4.41077395e+00    1.00142152e+01    1.37553740e-02   -1.77286221e-01
3682     1.21585504e-08    4.40614263e+00    1.00096676e+01    8.46703858e-03   -1.76889101e-01
3683     1.21618837e-08    4.41978309e+00    1.00017899e+01    2.97156933e-04   -1.76695415e-01
3684     1.21652170e-08    4.44647350e+00    9.99315967e+00   -8.07382582e-03   -1.76774251e-01
3685     1.21685504e-08    4.47602629e+00    9.98673304e+00   -1.37722490e-02   -1.77103462e-01
3686     1.21718837e-08    4.49717019e+00    9.98517069e+00   -1.43956643e-02   -1.77567504e-01
3687     1.21752170e-08    4.50183171e+00    9.98957175e+00   -9.20782626e-03   -1.77987531e-01
3688     1.21785504e-08    4.48821460e+00    9.99835428e+00   -1.14549729e-04   -1.78191488e-01
3689     1.21818837e-08    4.46150840e+00    1.00076902e+01    8.92755570e-03   -1.78096088e-01
3690     1.21852170e-08    4.43192253e+00    1.00136478e+01    1.41170075e-02   -1.77746374e-01
3691     1.21885504e-08    4.41077395e+00    1.00142152e+01    1.37553621e-02   -1.77286221e-01
3692     1.21918837e-08    4.40614263e+00    1.00096676e+01    8.46702570e-03   -1.76889101e-01
3693     1.21952170e-08    4.41978309e+00    1.00017899e+01    2.97147017e-04   -1.76695415e-01
3694     1.21985504e-08    4.44647350e+00    9.99315966e+00   -8.07383023e-03   -1.76774252e-01
3695     1.22018837e-08    4.47602629e+00    9.98673304e+00   -1.37722461e-02   -1.77103463e-01
3696     1.22052170e-08    4.49717019e+00    9.98517070e+00   -1.43956539e-02   -1.77567505e-01
3697     1.22085504e-08    4.50183171e+00    9.98957176e+00   -9.20781144e-03   -1.77987531e-01
3698     1.22118837e-08    4.48821460e+00    9.99835429e+00   -1.14537077e-04   -1.78191487e-01
3699     1.22152170e-08    4.46150840e+00    1.00076902e+01    8.92755986e-03   -1.78096088e-01
3700     1.22185504e-08    4.43192253e+00    1.00136478e+01    1.41170017e-02   -1.77746373e-01
3701     1.22218837e-08    4.41077395e+00    1.00142152e+01    1.37553502e-02   -1.77286221e-01
3702     1.22252170e-08    4.40614263e+00    1.00096676e+01    8.46701282e-03   -1.76889101e-01
3703     1.22285504e-08    4.41978309e+00    1.00017898e+01    2.97137099e-04   -1.76695415e-01
3704     1.22318837e-08    4.44647350e+00    9.99315965e+00   -8.07383463e-03   -1.76774252e-01
3705     1.22352170e-08    4.47602629e+00    9.98673304e+00   -1.37722433e-02   -1.77103463e-01
3706     1.22385504e-08    4.49717019e+00    9.98517071e+00   -1.43956435e-02   -1.77567505e-01
3707     1.22418837e-08    4.50183171e+00    9.98957178e+00   -9.20779662e-03   -1.77987532e-01
3708     1.22452170e-08    4.48821460e+00    9.99835431e+00   -1.14524422e-04   -1.78191487e-01
3709     1.22485504e-08    4.46150841e+00    1.00076902e+01    8.92756402e-03   -1.78096087e-01
3710     1.22518837e-08    4.43192253e+00    1.00136477e+01    1.41169960e-02   -1.77746372e-01
3711     1.22552170e-08    4.41077395e+00    1.00142152e+01    1.37553382e-02   -1.77286220e-01
3712     1.22585504e-08    4.40614263e+00    1.00096676e+01    8.46699994e-03   -1.76889101e-01
3713     1.22618837e-08    4.41978309e+00    1.00017898e+01    2.97127179e-04   -1.76695416e-01
3714     1.22652170e-08    4.44647350e+00    9.99315965e+00   -8.07383904e-03   -1.76774253e-01
3715     1.22685504e-08    4.47602629e+00    9.98673304e+00   -1.37722404e-02   -1.77103464e-01
3716     1.22718837e-08    4.49717019e+00    9.98517072e+00   -1.43956331e-02   -1.77567506e-01
3717     1.22752170e-08    4.50183171e+00    9.98957179e+00   -9.20778180e-03   -1.77987532e-01
3718     1.22785504e-08    4.48821460e+00    9.99835432e+00   -1.14511765e-04   -1.78191487e-01
3719     1.22818837e-08    4.46150841e+00    1.00076902e+01    8.92756818e-03   -1.78096086e-01
3720     1.22852170e-08    4.43192253e+00    1.00136477e+01    1.41169902e-02   -1.77746372e-01
3721     1.22885504e-08    4.41077395e+00    1.00142152e+01    1.37553263e-02   -1.77286220e-01
3722     1.22918837e-08    4.40614263e+00    1.00096676e+01    8.46698705e-03   -1.76889101e-01
3723     1.22952170e-08    4.41978309e+00    1.00017898e+01    2.97117257e-04   -1.76695416e-01
3724     1.22985504e-08    4.44647350e+00    9.99315964e+00   -8.07384345e-03   -1.76774254e-01
3725     1.23018837e-08    4.47602629e+00    9.98673305e+00   -1.37722375e-02   -1.77103465e-01
3726     1.23052170e-08    4.49717019e+00    9.98517073e+00   -1.43956227e-02   -1.77567507e-01
3727     1.23085504e-08    4.50183171e+00    9.98957181e+00   -9.20776698e-03   -1.77987532e-01
3728     1.23118837e-08    4.48821460e+00    9.99835433e+00   -1.14499106e-04   -1.78191486e-01
3729     1.23152170e-08    4.46150841e+00    1.00076902e+01    8.92757234e-03   -1.78096086e-01
3730     1.23185504e-08    4.43192253e+00    1.00136477e+01    1.41169844e-02   -1.77746371e-01
3731     1.23218837e-08    4.41077395e+00    1.00142151e+01    1.37553143e-02   -1.77286219e-01
3732     1.23252170e-08    4.40614263e+00    1.00096675e+01    8.46697416e-03   -1.76889101e-01
3733     1.23285504e-08    4.41978309e+00    1.00017898e+01    2.97107333e-04   -1.76695417e-01
3734     1.23318837e-08    4.44647350e+00    9.99315964e+00   -8.07384786e-03   -1.76774254e-01
3735     1.23352170e-08    4.47602629e+00    9.98673305e+00   -1.37722346e-02   -1.77103466e-01
3736     1.23385504e-08    4.49717019e+00    9.98517074e+00   -1.43956122e-02   -1.77567507e-01
3737     1.23418837e-08    4.50183171e+00    9.98957182e+00   -9.20775215e-03   -1.77987532e-01
3738     1.23452170e-08    4.48821460e+00    9.99835435e+00   -1.14486444e-04   -1.78191486e-01
3739     1.23485504e-08    4.46150841e+00    1.00076902e+01    8.92757650e-03   -1.78096085e-01
3740     1.23518837e-08    4.43192253e+00    1.00136477e+01    1.41169787e-02   -1.77746370e-01
3741     1.23552170e-08    4.41077395e+00    1.00142151e+01    1.37553024e-02   -1.77286219e-01
3742     1.23585504e-08    4.40614263e+00    1.00096675e+01    8.46696127e-03   -1.76889101e-01
3743     1.23618837e-08    4.41978309e+00    1.00017898e+01    2.97097407e-04   -1.76695417e-01
3744     1.23652170e-08    4.44647349e+00    9.99315963e+00   -8.07385227e-03   -1.76774255e-01
3745     1.23685504e-08    4.47602628e+00    9.98673305e+00   -1.37722318e-02   -1.77103467e-01
3746     1.23718837e-08    4.49717018e+00    9.98517075e+00   -1.43956018e-02   -1.77567508e-01
3747     1.23752170e-08    4.50183171e+00    9.98957184e+00   -9.20773732e-03   -1.77987532e-01
3748     1.23785504e-08    4.48821460e+00    9.99835436e+00   -1.14473779e-04   -1.78191486e-01
3749     1.23818837e-08    4.46150841e+00    1.00076902e+01    8.92758066e-03   -1.78096085e-01
3750     1.23852170e-08    4.43192253e+00    1.00136477e+01    1.41169729e-02   -1.77746370e-01
3751     1.23885504e-08    4.41077395e+00    1.00142151e+01    1.37552905e-02   -1.77286219e-01
3752     1.23918837e-08    4.40614263e+00    1.00096675e+01    8.46694838e-03   -1.76889101e-01
3753     1.23952170e-08    4.41978309e+00    1.00017898e+01    2.97087479e-04   -1.76695418e-01
3754     1.23985504e-08    4.44647349e+00    9.99315963e+00   -8.07385669e-03   -1.76774256e-01
3755     1.24018837e-08    4.47602628e+00    9.98673305e+00   -1.37722289e-02   -1.77103467e-01
3756     1.24052170e-08    4.49717018e+00    9.98517076e+00   -1.43955914e-02   -1.77567508e-01
3757     1.24085504e-08    4.50183171e+00    9.98957185e+00   -9.20772249e-03   -1.77987533e-01
3758     1.24118837e-08    4.48821460e+00    9.99835437e+00   -1.14461112e-04   -1.78191486e-01
3759     1.24152170e-08    4.46150841e+00    1.00076902e+01    8.92758483e-03   -1.78096084e-01
3760     1.24185504e-08    4.43192253e+00    1.00136477e+01    1.41169671e-02   -1.77746369e-01
3761     1.24218837e-08    4.41077395e+00    1.00142151e+01    1.37552785e-02   -1.77286218e-01
3762     1.24252170e-08    4.40614263e+00    1.00096675e+01    8.46693548e-03   -1.76889101e-01
3763     1.24285504e-08    4.41978308e+00    1.00017898e+01    2.97077549e-04   -1.76695418e-01
3764     1.24318837e-08    4.44647349e+00    9.99315962e+00   -8.07386110e-03   -1.76774257e-01
3765     1.24352170e-08    4.47602628e+00    9.98673305e+00   -1.37722260e-02   -1.77103468e-01
3766     1.24385504e-08    4.49717018e+00    9.98517077e+00   -1.43955810e-02   -1.77567509e-01
3767     1.24418837e-08    4.50183171e+00    9.98957187e+00   -9.20770765e-03   -1.77987533e-01
3768     1.24452170e-08    4.48821460e+00    9.99835439e+00   -1.14448442e-04   -1.78191485e-01
3769     1.24485504e-08    4.46150841e+00    1.00076902e+01    8.92758899e-03   -1.78096083e-01
3770     1.24518837e-08    4.43192253e+00    1.00136477e+01    1.41169613e-02   -1.77746369e-01
3771     1.24552170e-08    4.41077395e+00    1.00142151e+01    1.37552666e-02   -1.77286218e-01
3772     1.24585504e-08    4.40614263e+00    1.00096675e+01    8.46692258e-03   -1.76889101e-01
3773     1.24618837e-08    4.41978308e+00    1.00017898e+01    2.97067617e-04   -1.76695418e-01
3774     1.24652170e-08    4.44647349e+00    9.99315961e+00   -8.07386551e-03   -1.76774257e-01
3775     1.24685504e-08    4.47602628e+00    9.98673305e+00   -1.37722231e-02   -1.77103469e-01
3776     1.24718837e-08    4.49717018e+00    9.98517078e+00   -1.43955706e-02   -1.77567510e-01
3777     1.24752170e-08    4.50183171e+00    9.98957188e+00   -9.20769281e-03   -1.77987533e-01
3778     1.24785504e-08    4.48821460e+00    9.99835440e+00   -1.14435769e-04   -1.78191485e-01
3779     1.24818837e-08    4.46150841e+00    1.00076902e+01    8.92759315e-03   -1.78096083e-01
3780     1.24852170e-08    4.43192253e+00    1.00136477e+01    1.41169556e-02   -1.77746368e-01
3781     1.24885504e-08    4.41077395e+00    1.00142151e+01    1.37552546e-02   -1.77286218e-01
3782     1.24918837e-08    4.40614263e+00    1.00096675e+01    8.46690968e-03   -1.76889101e-01
3783     1.24952170e-08    4.41978308e+00    1.00017898e+01    2.97057683e-04   -1.76695419e-01
3784     1.24985504e-08    4.44647349e+00    9.99315961e+00   -8.07386993e-03   -1.76774258e-01
3785     1.25018837e-08    4.47602628e+00    9.98673305e+00   -1.37722202e-02   -1.77103470e-01
3786     1.25052170e-08    4.49717018e+00    9.98517079e+00   -1.43955602e-02   -1.77567510e-01
3787     1.25085504e-08    4.50183171e+00    9.98957190e+00   -9.20767797e-03   -1.77987533e-01
3788     1.25118837e-08    4.48821460e+00    9.99835441e+00   -1.14423095e-04   -1.78191485e-01
3789     1.25152170e-08    4.46150841e+00    1.00076902e+01    8.92759732e-03   -1.78096082e-01
3790     1.25185504e-08    4.43192253e+00    1.00136477e+01    1.41169498e-02   -1.77746367e-01
3791     1.25218837e-08    4.41077395e+00    1.00142151e+01    1.37552427e-02   -1.77286217e-01
3792     1.25252170e-08    4.40614263e+00    1.00096675e+01    8.46689678e-03   -1.76889101e-01
3793     1.25285504e-08    4.41978308e+00    1.00017898e+01    2.97047748e-04   -1.76695419e-01
3794     1.25318837e-08    4.44647349e+00    9.99315960e+00   -8.07387434e-03   -1.76774259e-01
3795     1.25352170e-08    4.47602628e+00    9.98673306e+00   -1.37722174e-02   -1.77103470e-01
3796     1.25385504e-08    4.49717018e+00    9.98517080e+00   -1.43955498e-02   -1.77567511e-01
3797     1.25418837e-08    4.50183171e+00    9.98957191e+00   -9.20766312e-03   -1.77987533e-01
3798     1.25452170e-08    4.48821460e+00    9.99835443e+00   -1.14410417e-04   -1.78191484e-01
3799     1.25485504e-08    4.46150841e+00    1.00076902e+01    8.92760149e-03   -1.78096082e-01
3800     1.25518837e-08    4.43192253e+00    1.00136477e+01    1.41169440e-02   -1.77746367e-01
3801     1.25552170e-08    4.41077395e+00    1.00142151e+01    1.37552307e-02   -1.77286217e-01
3802     1.25585504e-08    4.40614263e+00    1.00096675e+01    8.46688387e-03   -1.76889101e-01
3803     1.25618837e-08    4.41978308e+00    1.00017897e+01    2.97037810e-04   -1.76695420e-01
3804     1.25652170e-08    4.44647349e+00    9.99315960e+00   -8.07387876e-03   -1.76774259e-01
3805     1.25685504e-08    4.47602627e+00    9.98673306e+00   -1.37722145e-02   -1.77103471e-01
3806     1.25718837e-08    4.49717018e+00    9.98517081e+00   -1.43955394e-02   -1.77567511e-01
3807     1.25752170e-08    4.50183170e+00    9.98957193e+00   -9.20764827e-03   -1.77987533e-01
3808     1.25785504e-08    4.48821460e+00    9.99835444e+00   -1.14397737e-04   -1.78191484e-01
3809     1.25818837e-08    4.46150841e+00    1.00076902e+01    8.92760565e-03   -1.78096081e-01
3810     1.25852170e-08    4.43192253e+00    1.00136477e+01    1.41169382e-02   -1.77746366e-01
3811     1.25885504e-08    4.41077395e+00    1.00142151e+01    1.37552187e-02   -1.77286217e-01
3812     1.25918837e-08    4.40614263e+00    1.00096674e+01    8.46687096e-03   -1.76889101e-01
3813     1.25952170e-08    4.41978308e+00    1.00017897e+01    2.97027870e-04   -1.76695420e-01
3814     1.25985504e-08    4.44647348e+00    9.99315959e+00   -8.07388318e-03   -1.76774260e-01
3815     1.26018837e-08    4.47602627e+00    9.98673306e+00   -1.37722116e-02   -1.77103472e-01
3816     1.26052170e-08    4.49717018e+00    9.98517082e+00   -1.43955289e-02   -1.77567512e-01
3817     1.26085504e-08    4.50183170e+00    9.98957194e+00   -9.20763342e-03   -1.77987534e-01
3818     1.26118837e-08    4.48821460e+00    9.99835446e+00   -1.14385055e-04   -1.78191484e-01
3819     1.26152170e-08    4.46150841e+00    1.00076902e+01    8.92760982e-03   -1.78096080e-01
3820     1.26185504e-08    4.43192253e+00    1.00136477e+01    1.41169325e-02   -1.77746365e-01
3821     1.26218837e-08    4.41077395e+00    1.00142150e+01    1.37552068e-02   -1.77286216e-01
3822     1.26252170e-08    4.40614263e+00    1.00096674e+01    8.46685805e-03   -1.76889101e-01
3823     1.26285504e-08    4.41978308e+00    1.00017897e+01    2.97017928e-04   -1.76695421e-01
3824     1.26318837e-08    4.44647348e+00    9.99315959e+00   -8.07388760e-03   -1.76774261e-01
3825     1.26352170e-08    4.47602627e+00    9.98673306e+00   -1.37722087e-02   -1.77103473e-01
3826     1.26385504e-08    4.49717017e+00    9.98517083e+00   -1.43955185e-02   -1.77567512e-01
3827     1.26418837e-08    4.50183170e+00    9.98957196e+00   -9.20761856e-03   -1.77987534e-01
3828     1.26452170e-08    4.48821460e+00    9.99835447e+00   -1.14372370e-04   -1.78191483e-01
3829     1.26485504e-08    4.46150841e+00    1.00076902e+01    8.92761399e-03   -1.78096080e-01
3830     1.26518837e-08    4.43192253e+00    1.00136477e+01    1.41169267e-02   -1.77746365e-01
3831     1.26552170e-08    4.41077395e+00    1.00142150e+01    1.37551948e-02   -1.77286216e-01
3832     1.26585504e-08    4.40614262e+00    1.00096674e+01    8.46684514e-03   -1.76889101e-01
3833     1.26618837e-08    4.41978308e+00    1.00017897e+01    2.97007984e-04   -1.76695421e-01
3834     1.26652170e-08    4.44647348e+00    9.99315958e+00   -8.07389201e-03   -1.76774261e-01
3835     1.26685504e-08    4.47602627e+00    9.98673306e+00   -1.37722058e-02   -1.77103473e-01
