Index       TIME             V(BASE)           V(COLL)           V(OUT)            I(VDD)      
3836     1.26718837e-08    4.49717017e+00    9.98517084e+00   -1.43955081e-02   -1.77567513e-01
3837     1.26752170e-08    4.50183170e+00    9.98957197e+00   -9.20760371e-03   -1.77987534e-01
3838     1.26785504e-08    4.48821460e+00    9.99835448e+00   -1.14359682e-04   -1.78191483e-01
3839     1.26818837e-08    4.46150841e+00    1.00076902e+01    8.92761816e-03   -1.78096079e-01
3840     1.26852170e-08    4.43192253e+00    1.00136477e+01    1.41169209e-02   -1.77746364e-01
3841     1.26885504e-08    4.41077395e+00    1.00142150e+01    1.37551829e-02   -1.77286215e-01
3842     1.26918837e-08    4.40614262e+00    1.00096674e+01    8.46683222e-03   -1.76889101e-01
3843     1.26952170e-08    4.41978308e+00    1.00017897e+01    2.96998038e-04   -1.76695421e-01
3844     1.26985504e-08    4.44647348e+00    9.99315957e+00   -8.07389643e-03   -1.76774262e-01
3845     1.27018837e-08    4.47602627e+00    9.98673306e+00   -1.37722030e-02   -1.77103474e-01
3846     1.27052170e-08    4.49717017e+00    9.98517085e+00   -1.43954976e-02   -1.77567514e-01
3847     1.27085504e-08    4.50183170e+00    9.98957199e+00   -9.20758884e-03   -1.77987534e-01
3848     1.27118837e-08    4.48821460e+00    9.99835450e+00   -1.14346992e-04   -1.78191483e-01
3849     1.27152170e-08    4.46150841e+00    1.00076902e+01    8.92762233e-03   -1.78096079e-01
3850     1.27185504e-08    4.43192253e+00    1.00136477e+01    1.41169151e-02   -1.77746364e-01
3851     1.27218837e-08    4.41077395e+00    1.00142150e+01    1.37551709e-02   -1.77286215e-01
3852     1.27252170e-08    4.40614262e+00    1.00096674e+01    8.46681930e-03   -1.76889101e-01
3853     1.27285504e-08    4.41978308e+00    1.00017897e+01    2.96988090e-04   -1.76695422e-01
3854     1.27318837e-08    4.44647348e+00    9.99315957e+00   -8.07390086e-03   -1.76774263e-01
3855     1.27352170e-08    4.47602627e+00    9.98673307e+00   -1.37722001e-02   -1.77103475e-01
3856     1.27385504e-08    4.49717017e+00    9.98517086e+00   -1.43954872e-02   -1.77567514e-01
3857     1.27418837e-08    4.50183170e+00    9.98957200e+00   -9.20757398e-03   -1.77987534e-01
3858     1.27452170e-08    4.48821460e+00    9.99835451e+00   -1.14334300e-04   -1.78191483e-01
3859     1.27485504e-08    4.46150841e+00    1.00076902e+01    8.92762650e-03   -1.78096078e-01
3860     1.27518837e-08    4.43192253e+00    1.00136477e+01    1.41169094e-02   -1.77746363e-01
3861     1.27552170e-08    4.41077395e+00    1.00142150e+01    1.37551589e-02   -1.77286215e-01
3862     1.27585504e-08    4.40614262e+00    1.00096674e+01    8.46680638e-03   -1.76889101e-01
3863     1.27618837e-08    4.41978307e+00    1.00017897e+01    2.96978140e-04   -1.76695422e-01
3864     1.27652170e-08    4.44647348e+00    9.99315956e+00   -8.07390528e-03   -1.76774264e-01
3865     1.27685504e-08    4.47602627e+00    9.98673307e+00   -1.37721972e-02   -1.77103476e-01
3866     1.27718837e-08    4.49717017e+00    9.98517087e+00   -1.43954768e-02   -1.77567515e-01
3867     1.27752170e-08    4.50183170e+00    9.98957201e+00   -9.20755911e-03   -1.77987535e-01
3868     1.27785504e-08    4.48821460e+00    9.99835452e+00   -1.14321605e-04   -1.78191482e-01
3869     1.27818837e-08    4.46150841e+00    1.00076903e+01    8.92763067e-03   -1.78096077e-01
3870     1.27852170e-08    4.43192253e+00    1.00136477e+01    1.41169036e-02   -1.77746362e-01
3871     1.27885504e-08    4.41077395e+00    1.00142150e+01    1.37551469e-02   -1.77286214e-01
3872     1.27918837e-08    4.40614262e+00    1.00096674e+01    8.46679345e-03   -1.76889101e-01
3873     1.27952170e-08    4.41978307e+00    1.00017897e+01    2.96968188e-04   -1.76695423e-01
3874     1.27985504e-08    4.44647348e+00    9.99315956e+00   -8.07390970e-03   -1.76774264e-01
3875     1.28018837e-08    4.47602626e+00    9.98673307e+00   -1.37721943e-02   -1.77103477e-01
3876     1.28052170e-08    4.49717017e+00    9.98517087e+00   -1.43954664e-02   -1.77567515e-01
3877     1.28085504e-08    4.50183170e+00    9.98957203e+00   -9.20754424e-03   -1.77987535e-01
3878     1.28118837e-08    4.48821460e+00    9.99835454e+00   -1.14308907e-04   -1.78191482e-01
3879     1.28152170e-08    4.46150841e+00    1.00076903e+01    8.92763484e-03   -1.78096077e-01
3880     1.28185504e-08    4.43192253e+00    1.00136477e+01    1.41168978e-02   -1.77746362e-01
3881     1.28218837e-08    4.41077395e+00    1.00142150e+01    1.37551350e-02   -1.77286214e-01
3882     1.28252170e-08    4.40614262e+00    1.00096674e+01    8.46678053e-03   -1.76889101e-01
3883     1.28285504e-08    4.41978307e+00    1.00017897e+01    2.96958234e-04   -1.76695423e-01
3884     1.28318837e-08    4.44647347e+00    9.99315955e+00   -8.07391412e-03   -1.76774265e-01
3885     1.28352170e-08    4.47602626e+00    9.98673307e+00   -1.37721914e-02   -1.77103477e-01
3886     1.28385504e-08    4.49717017e+00    9.98517088e+00   -1.43954559e-02   -1.77567516e-01
3887     1.28418837e-08    4.50183170e+00    9.98957204e+00   -9.20752937e-03   -1.77987535e-01
3888     1.28452170e-08    4.48821460e+00    9.99835455e+00   -1.14296207e-04   -1.78191482e-01
3889     1.28485504e-08    4.46150841e+00    1.00076903e+01    8.92763902e-03   -1.78096076e-01
3890     1.28518837e-08    4.43192254e+00    1.00136477e+01    1.41168920e-02   -1.77746361e-01
3891     1.28552170e-08    4.41077395e+00    1.00142150e+01    1.37551230e-02   -1.77286214e-01
3892     1.28585504e-08    4.40614262e+00    1.00096673e+01    8.46676760e-03   -1.76889101e-01
3893     1.28618837e-08    4.41978307e+00    1.00017896e+01    2.96948279e-04   -1.76695424e-01
3894     1.28652170e-08    4.44647347e+00    9.99315955e+00   -8.07391855e-03   -1.76774266e-01
3895     1.28685504e-08    4.47602626e+00    9.98673307e+00   -1.37721885e-02   -1.77103478e-01
3896     1.28718837e-08    4.49717016e+00    9.98517089e+00   -1.43954455e-02   -1.77567517e-01
3897     1.28752170e-08    4.50183170e+00    9.98957206e+00   -9.20751450e-03   -1.77987535e-01
3898     1.28785504e-08    4.48821460e+00    9.99835456e+00   -1.14283504e-04   -1.78191481e-01
3899     1.28818837e-08    4.46150841e+00    1.00076903e+01    8.92764319e-03   -1.78096075e-01
3900     1.28852170e-08    4.43192254e+00    1.00136477e+01    1.41168862e-02   -1.77746360e-01
3901     1.28885504e-08    4.41077395e+00    1.00142150e+01    1.37551110e-02   -1.77286213e-01
3902     1.28918837e-08    4.40614262e+00    1.00096673e+01    8.46675466e-03   -1.76889101e-01
3903     1.28952170e-08    4.41978307e+00    1.00017896e+01    2.96938321e-04   -1.76695424e-01
3904     1.28985504e-08    4.44647347e+00    9.99315954e+00   -8.07392297e-03   -1.76774266e-01
3905     1.29018837e-08    4.47602626e+00    9.98673307e+00   -1.37721856e-02   -1.77103479e-01
3906     1.29052170e-08    4.49717016e+00    9.98517090e+00   -1.43954350e-02   -1.77567517e-01
3907     1.29085504e-08    4.50183170e+00    9.98957207e+00   -9.20749962e-03   -1.77987535e-01
3908     1.29118837e-08    4.48821460e+00    9.99835458e+00   -1.14270799e-04   -1.78191481e-01
3909     1.29152170e-08    4.46150841e+00    1.00076903e+01    8.92764737e-03   -1.78096075e-01
3910     1.29185504e-08    4.43192254e+00    1.00136477e+01    1.41168804e-02   -1.77746360e-01
3911     1.29218837e-08    4.41077395e+00    1.00142149e+01    1.37550990e-02   -1.77286213e-01
3912     1.29252170e-08    4.40614262e+00    1.00096673e+01    8.46674173e-03   -1.76889101e-01
3913     1.29285504e-08    4.41978307e+00    1.00017896e+01    2.96928361e-04   -1.76695424e-01
3914     1.29318837e-08    4.44647347e+00    9.99315953e+00   -8.07392740e-03   -1.76774267e-01
3915     1.29352170e-08    4.47602626e+00    9.98673307e+00   -1.37721828e-02   -1.77103480e-01
3916     1.29385504e-08    4.49717016e+00    9.98517091e+00   -1.43954246e-02   -1.77567518e-01
3917     1.29418837e-08    4.50183170e+00    9.98957209e+00   -9.20748473e-03   -1.77987535e-01
3918     1.29452170e-08    4.48821460e+00    9.99835459e+00   -1.14258091e-04   -1.78191481e-01
3919     1.29485504e-08    4.46150841e+00    1.00076903e+01    8.92765154e-03   -1.78096074e-01
3920     1.29518837e-08    4.43192254e+00    1.00136477e+01    1.41168746e-02   -1.77746359e-01
3921     1.29552170e-08    4.41077395e+00    1.00142149e+01    1.37550870e-02   -1.77286212e-01
3922     1.29585504e-08    4.40614262e+00    1.00096673e+01    8.46672879e-03   -1.76889101e-01
3923     1.29618837e-08    4.41978307e+00    1.00017896e+01    2.96918399e-04   -1.76695425e-01
3924     1.29652170e-08    4.44647347e+00    9.99315953e+00   -8.07393183e-03   -1.76774268e-01
3925     1.29685504e-08    4.47602626e+00    9.98673308e+00   -1.37721799e-02   -1.77103480e-01
3926     1.29718837e-08    4.49717016e+00    9.98517092e+00   -1.43954141e-02   -1.77567518e-01
3927     1.29752170e-08    4.50183170e+00    9.98957210e+00   -9.20746985e-03   -1.77987536e-01
3928     1.29785504e-08    4.48821460e+00    9.99835460e+00   -1.14245381e-04   -1.78191481e-01
3929     1.29818837e-08    4.46150841e+00    1.00076903e+01    8.92765572e-03   -1.78096074e-01
3930     1.29852170e-08    4.43192254e+00    1.00136476e+01    1.41168688e-02   -1.77746359e-01
3931     1.29885504e-08    4.41077395e+00    1.00142149e+01    1.37550751e-02   -1.77286212e-01
3932     1.29918837e-08    4.40614262e+00    1.00096673e+01    8.46671585e-03   -1.76889102e-01
3933     1.29952170e-08    4.41978307e+00    1.00017896e+01    2.96908435e-04   -1.76695425e-01
3934     1.29985504e-08    4.44647347e+00    9.99315952e+00   -8.07393625e-03   -1.76774268e-01
3935     1.30018837e-08    4.47602626e+00    9.98673308e+00   -1.37721770e-02   -1.77103481e-01
3936     1.30052170e-08    4.49717016e+00    9.98517093e+00   -1.43954037e-02   -1.77567519e-01
3937     1.30085504e-08    4.50183170e+00    9.98957212e+00   -9.20745496e-03   -1.77987536e-01
3938     1.30118837e-08    4.48821460e+00    9.99835462e+00   -1.14232668e-04   -1.78191480e-01
3939     1.30152170e-08    4.46150841e+00    1.00076903e+01    8.92765989e-03   -1.78096073e-01
3940     1.30185504e-08    4.43192254e+00    1.00136476e+01    1.41168631e-02   -1.77746358e-01
3941     1.30218837e-08    4.41077395e+00    1.00142149e+01    1.37550631e-02   -1.77286212e-01
3942     1.30252170e-08    4.40614262e+00    1.00096673e+01    8.46670291e-03   -1.76889102e-01
3943     1.30285504e-08    4.41978307e+00    1.00017896e+01    2.96898469e-04   -1.76695426e-01
3944     1.30318837e-08    4.44647347e+00    9.99315952e+00   -8.07394068e-03   -1.76774269e-01
3945     1.30352170e-08    4.47602625e+00    9.98673308e+00   -1.37721741e-02   -1.77103482e-01
3946     1.30385504e-08    4.49717016e+00    9.98517094e+00   -1.43953932e-02   -1.77567520e-01
3947     1.30418837e-08    4.50183170e+00    9.98957213e+00   -9.20744007e-03   -1.77987536e-01
3948     1.30452170e-08    4.48821460e+00    9.99835463e+00   -1.14219952e-04   -1.78191480e-01
3949     1.30485504e-08    4.46150841e+00    1.00076903e+01    8.92766407e-03   -1.78096072e-01
3950     1.30518837e-08    4.43192254e+00    1.00136476e+01    1.41168573e-02   -1.77746357e-01
3951     1.30552170e-08    4.41077395e+00    1.00142149e+01    1.37550511e-02   -1.77286211e-01
3952     1.30585504e-08    4.40614262e+00    1.00096673e+01    8.46668996e-03   -1.76889102e-01
3953     1.30618837e-08    4.41978307e+00    1.00017896e+01    2.96888502e-04   -1.76695426e-01
3954     1.30652170e-08    4.44647346e+00    9.99315951e+00   -8.07394511e-03   -1.76774270e-01
3955     1.30685504e-08    4.47602625e+00    9.98673308e+00   -1.37721712e-02   -1.77103483e-01
3956     1.30718837e-08    4.49717016e+00    9.98517095e+00   -1.43953828e-02   -1.77567520e-01
3957     1.30752170e-08    4.50183169e+00    9.98957215e+00   -9.20742518e-03   -1.77987536e-01
3958     1.30785504e-08    4.48821460e+00    9.99835465e+00   -1.14207234e-04   -1.78191480e-01
3959     1.30818837e-08    4.46150842e+00    1.00076903e+01    8.92766825e-03   -1.78096072e-01
3960     1.30852170e-08    4.43192254e+00    1.00136476e+01    1.41168515e-02   -1.77746357e-01
3961     1.30885504e-08    4.41077395e+00    1.00142149e+01    1.37550391e-02   -1.77286211e-01
3962     1.30918837e-08    4.40614262e+00    1.00096672e+01    8.46667701e-03   -1.76889102e-01
3963     1.30952170e-08    4.41978306e+00    1.00017896e+01    2.96878532e-04   -1.76695427e-01
3964     1.30985504e-08    4.44647346e+00    9.99315951e+00   -8.07394954e-03   -1.76774271e-01
3965     1.31018837e-08    4.47602625e+00    9.98673308e+00   -1.37721683e-02   -1.77103484e-01
3966     1.31052170e-08    4.49717016e+00    9.98517096e+00   -1.43953723e-02   -1.77567521e-01
3967     1.31085504e-08    4.50183169e+00    9.98957216e+00   -9.20741028e-03   -1.77987536e-01
3968     1.31118837e-08    4.48821460e+00    9.99835466e+00   -1.14194514e-04   -1.78191479e-01
3969     1.31152170e-08    4.46150842e+00    1.00076903e+01    8.92767243e-03   -1.78096071e-01
3970     1.31185504e-08    4.43192254e+00    1.00136476e+01    1.41168457e-02   -1.77746356e-01
3971     1.31218837e-08    4.41077395e+00    1.00142149e+01    1.37550271e-02   -1.77286211e-01
3972     1.31252170e-08    4.40614262e+00    1.00096672e+01    8.46666406e-03   -1.76889102e-01
3973     1.31285504e-08    4.41978306e+00    1.00017896e+01    2.96868560e-04   -1.76695427e-01
3974     1.31318837e-08    4.44647346e+00    9.99315950e+00   -8.07395397e-03   -1.76774271e-01
3975     1.31352170e-08    4.47602625e+00    9.98673308e+00   -1.37721654e-02   -1.77103484e-01
3976     1.31385504e-08    4.49717015e+00    9.98517097e+00   -1.43953619e-02   -1.77567521e-01
3977     1.31418837e-08    4.50183169e+00    9.98957218e+00   -9.20739538e-03   -1.77987537e-01
3978     1.31452170e-08    4.48821460e+00    9.99835467e+00   -1.14181791e-04   -1.78191479e-01
3979     1.31485504e-08    4.46150842e+00    1.00076903e+01    8.92767661e-03   -1.78096071e-01
3980     1.31518837e-08    4.43192254e+00    1.00136476e+01    1.41168399e-02   -1.77746355e-01
3981     1.31552170e-08    4.41077395e+00    1.00142149e+01    1.37550151e-02   -1.77286210e-01
3982     1.31585504e-08    4.40614262e+00    1.00096672e+01    8.46665111e-03   -1.76889102e-01
3983     1.31618837e-08    4.41978306e+00    1.00017895e+01    2.96858586e-04   -1.76695427e-01
3984     1.31652170e-08    4.44647346e+00    9.99315949e+00   -8.07395841e-03   -1.76774272e-01
3985     1.31685504e-08    4.47602625e+00    9.98673309e+00   -1.37721625e-02   -1.77103485e-01
3986     1.31718837e-08    4.49717015e+00    9.98517098e+00   -1.43953514e-02   -1.77567522e-01
3987     1.31752170e-08    4.50183169e+00    9.98957219e+00   -9.20738048e-03   -1.77987537e-01
3988     1.31785504e-08    4.48821460e+00    9.99835469e+00   -1.14169065e-04   -1.78191479e-01
3989     1.31818837e-08    4.46150842e+00    1.00076903e+01    8.92768079e-03   -1.78096070e-01
3990     1.31852170e-08    4.43192254e+00    1.00136476e+01    1.41168341e-02   -1.77746355e-01
3991     1.31885504e-08    4.41077395e+00    1.00142149e+01    1.37550031e-02   -1.77286210e-01
3992     1.31918837e-08    4.40614262e+00    1.00096672e+01    8.46663815e-03   -1.76889102e-01
3993     1.31952170e-08    4.41978306e+00    1.00017895e+01    2.96848611e-04   -1.76695428e-01
3994     1.31985504e-08    4.44647346e+00    9.99315949e+00   -8.07396284e-03   -1.76774273e-01
3995     1.32018837e-08    4.47602625e+00    9.98673309e+00   -1.37721596e-02   -1.77103486e-01
3996     1.32052170e-08    4.49717015e+00    9.98517099e+00   -1.43953410e-02   -1.77567522e-01
3997     1.32085504e-08    4.50183169e+00    9.98957221e+00   -9.20736557e-03   -1.77987537e-01
3998     1.32118837e-08    4.48821460e+00    9.99835470e+00   -1.14156337e-04   -1.78191479e-01
3999     1.32152170e-08    4.46150842e+00    1.00076903e+01    8.92768498e-03   -1.78096069e-01
4000     1.32185504e-08    4.43192254e+00    1.00136476e+01    1.41168283e-02   -1.77746354e-01
4001     1.32218837e-08    4.41077395e+00    1.00142148e+01    1.37549911e-02   -1.77286209e-01
4002     1.32252170e-08    4.40614262e+00    1.00096672e+01    8.46662519e-03   -1.76889102e-01
4003     1.32285504e-08    4.41978306e+00    1.00017895e+01    2.96838633e-04   -1.76695428e-01
4004     1.32318837e-08    4.44647346e+00    9.99315948e+00   -8.07396727e-03   -1.76774273e-01
4005     1.32352170e-08    4.47602624e+00    9.98673309e+00   -1.37721567e-02   -1.77103487e-01
4006     1.32385504e-08    4.49717015e+00    9.98517100e+00   -1.43953305e-02   -1.77567523e-01
4007     1.32418837e-08    4.50183169e+00    9.98957222e+00   -9.20735066e-03   -1.77987537e-01
4008     1.32452170e-08    4.48821460e+00    9.99835471e+00   -1.14143607e-04   -1.78191478e-01
4009     1.32485504e-08    4.46150842e+00    1.00076903e+01    8.92768916e-03   -1.78096069e-01
4010     1.32518837e-08    4.43192254e+00    1.00136476e+01    1.41168225e-02   -1.77746353e-01
4011     1.32552170e-08    4.41077395e+00    1.00142148e+01    1.37549791e-02   -1.77286209e-01
4012     1.32585504e-08    4.40614262e+00    1.00096672e+01    8.46661223e-03   -1.76889102e-01
4013     1.32618837e-08    4.41978306e+00    1.00017895e+01    2.96828653e-04   -1.76695429e-01
4014     1.32652170e-08    4.44647346e+00    9.99315948e+00   -8.07397171e-03   -1.76774274e-01
4015     1.32685504e-08    4.47602624e+00    9.98673309e+00   -1.37721539e-02   -1.77103487e-01
4016     1.32718837e-08    4.49717015e+00    9.98517101e+00   -1.43953200e-02   -1.77567524e-01
4017     1.32752170e-08    4.50183169e+00    9.98957224e+00   -9.20733575e-03   -1.77987537e-01
4018     1.32785504e-08    4.48821460e+00    9.99835473e+00   -1.14130874e-04   -1.78191478e-01
4019     1.32818837e-08    4.46150842e+00    1.00076903e+01    8.92769334e-03   -1.78096068e-01
4020     1.32852170e-08    4.43192254e+00    1.00136476e+01    1.41168167e-02   -1.77746353e-01
4021     1.32885504e-08    4.41077395e+00    1.00142148e+01    1.37549671e-02   -1.77286209e-01
4022     1.32918837e-08    4.40614262e+00    1.00096672e+01    8.46659927e-03   -1.76889102e-01
