Index       TIME            V(BASE_P)          V(EMIT)          V(COLL_P)         V(OUT_P)         I(V_SUPPLY)        I(I_TAIL)    
2167     7.22333333e-09    2.04684064e+00    1.21650670e+00    3.99550895e+00   -4.72019904e-03   -1.05875362e-02    1.00000000e-02
2168     7.22666667e-09    2.04674973e+00    1.21512146e+00    3.99349400e+00   -6.54735233e-03   -1.08702448e-02    1.00000000e-02
2169     7.23000000e-09    2.05555856e+00    1.22285671e+00    3.99395965e+00   -5.87466678e-03   -1.11769294e-02    1.00000000e-02
2170     7.23333333e-09    2.06990725e+00    1.23675366e+00    3.99687568e+00   -2.81382946e-03   -1.13881342e-02    1.00000000e-02
2171     7.23666667e-09    2.08431398e+00    1.25148733e+00    4.00107622e+00    1.41010582e-03   -1.14192815e-02    1.00000000e-02
2172     7.24000000e-09    2.09327208e+00    1.26142610e+00    4.00477877e+00    5.00571967e-03   -1.12584092e-02    1.00000000e-02
2173     7.24333333e-09    2.09336037e+00    1.26279062e+00    4.00651282e+00    6.54722061e-03   -1.09708077e-02    1.00000000e-02
2174     7.24666667e-09    2.08455089e+00    1.25507703e+00    4.00575646e+00    5.58860518e-03   -1.06687661e-02    1.00000000e-02
2175     7.25000000e-09    2.07021332e+00    1.24122799e+00    4.00294172e+00    2.63676662e-03   -1.04653571e-02    1.00000000e-02
2176     7.25333333e-09    2.05582303e+00    1.22651608e+00    3.99909461e+00   -1.23372287e-03   -1.04344149e-02    1.00000000e-02
2177     7.25666667e-09    2.04687289e+00    1.21655670e+00    3.99550951e+00   -4.71959881e-03   -1.05876407e-02    1.00000000e-02
2178     7.26000000e-09    2.04678199e+00    1.21517152e+00    3.99349491e+00   -6.54642945e-03   -1.08703235e-02    1.00000000e-02
2179     7.26333333e-09    2.05559080e+00    1.22290680e+00    3.99396060e+00   -5.87374493e-03   -1.11769758e-02    1.00000000e-02
2180     7.26666667e-09    2.06993947e+00    1.23680372e+00    3.99687622e+00   -2.81333398e-03   -1.13881547e-02    1.00000000e-02
2181     7.27000000e-09    2.08434615e+00    1.25153731e+00    4.00107608e+00    1.40991372e-03   -1.14192950e-02    1.00000000e-02
2182     7.27333333e-09    2.09330420e+00    1.26147598e+00    4.00477802e+00    5.00494471e-03   -1.12584378e-02    1.00000000e-02
2183     7.27666667e-09    2.09339245e+00    1.26284041e+00    4.00651185e+00    6.54624916e-03   -1.09708658e-02    1.00000000e-02
2184     7.28000000e-09    2.08458295e+00    1.25512674e+00    4.00575567e+00    5.58783385e-03   -1.06688549e-02    1.00000000e-02
2185     7.28333333e-09    2.07024537e+00    1.24127766e+00    4.00294132e+00    2.63641800e-03   -1.04654666e-02    1.00000000e-02
2186     7.28666667e-09    2.05585508e+00    1.22656576e+00    3.99909470e+00   -1.23358744e-03   -1.04345296e-02    1.00000000e-02
2187     7.29000000e-09    2.04690494e+00    1.21660641e+00    3.99551007e+00   -4.71900615e-03   -1.05877440e-02    1.00000000e-02
2188     7.29333333e-09    2.04681405e+00    1.21522129e+00    3.99349582e+00   -6.54551832e-03   -1.08704012e-02    1.00000000e-02
2189     7.29666667e-09    2.05562286e+00    1.22295660e+00    3.99396153e+00   -5.87283493e-03   -1.11770216e-02    1.00000000e-02
2190     7.30000000e-09    2.06997149e+00    1.23685350e+00    3.99687676e+00   -2.81284492e-03   -1.13881752e-02    1.00000000e-02
2191     7.30333333e-09    2.08437813e+00    1.25158701e+00    4.00107594e+00    1.40972411e-03   -1.14193084e-02    1.00000000e-02
2192     7.30666667e-09    2.09333613e+00    1.26152558e+00    4.00477729e+00    5.00417974e-03   -1.12584661e-02    1.00000000e-02
2193     7.31000000e-09    2.09342434e+00    1.26288992e+00    4.00651089e+00    6.54529014e-03   -1.09709233e-02    1.00000000e-02
2194     7.31333333e-09    2.08461482e+00    1.25517617e+00    4.00575488e+00    5.58707227e-03   -1.06689426e-02    1.00000000e-02
2195     7.31666667e-09    2.07027722e+00    1.24132705e+00    4.00294094e+00    2.63607375e-03   -1.04655748e-02    1.00000000e-02
2196     7.32000000e-09    2.05588693e+00    1.22661515e+00    3.99909479e+00   -1.23345371e-03   -1.04346430e-02    1.00000000e-02
2197     7.32333333e-09    2.04693681e+00    1.21665585e+00    3.99551062e+00   -4.71842096e-03   -1.05878461e-02    1.00000000e-02
2198     7.32666667e-09    2.04684592e+00    1.21527078e+00    3.99349671e+00   -6.54461879e-03   -1.08704781e-02    1.00000000e-02
2199     7.33000000e-09    2.05565472e+00    1.22300612e+00    3.99396245e+00   -5.87193663e-03   -1.11770670e-02    1.00000000e-02
2200     7.33333333e-09    2.07000332e+00    1.23690299e+00    3.99687728e+00   -2.81236216e-03   -1.13881954e-02    1.00000000e-02
2201     7.33666667e-09    2.08440991e+00    1.25163643e+00    4.00107580e+00    1.40953695e-03   -1.14193218e-02    1.00000000e-02
2202     7.34000000e-09    2.09336786e+00    1.26157491e+00    4.00477657e+00    5.00342462e-03   -1.12584941e-02    1.00000000e-02
2203     7.34333333e-09    2.09345603e+00    1.26293915e+00    4.00650995e+00    6.54434336e-03   -1.09709801e-02    1.00000000e-02
2204     7.34666667e-09    2.08464649e+00    1.25522533e+00    4.00575411e+00    5.58632032e-03   -1.06690293e-02    1.00000000e-02
2205     7.35000000e-09    2.07030889e+00    1.24137616e+00    4.00294055e+00    2.63573380e-03   -1.04656817e-02    1.00000000e-02
2206     7.35333333e-09    2.05591860e+00    1.22666427e+00    3.99909487e+00   -1.23332165e-03   -1.04347550e-02    1.00000000e-02
2207     7.35666667e-09    2.04696848e+00    1.21670500e+00    3.99551117e+00   -4.71784312e-03   -1.05879469e-02    1.00000000e-02
2208     7.36000000e-09    2.04687760e+00    1.21532000e+00    3.99349758e+00   -6.54373068e-03   -1.08705540e-02    1.00000000e-02
2209     7.36333333e-09    2.05568639e+00    1.22305536e+00    3.99396335e+00   -5.87104984e-03   -1.11771119e-02    1.00000000e-02
2210     7.36666667e-09    2.07003496e+00    1.23695221e+00    3.99687780e+00   -2.81188563e-03   -1.13882155e-02    1.00000000e-02
2211     7.37000000e-09    2.08444151e+00    1.25168557e+00    4.00107566e+00    1.40935220e-03   -1.14193351e-02    1.00000000e-02
2212     7.37333333e-09    2.09339941e+00    1.26162395e+00    4.00477586e+00    5.00267921e-03   -1.12585219e-02    1.00000000e-02
2213     7.37666667e-09    2.09348755e+00    1.26298810e+00    4.00650902e+00    6.54340867e-03   -1.09710362e-02    1.00000000e-02
2214     7.38000000e-09    2.08467798e+00    1.25527421e+00    4.00575334e+00    5.58557786e-03   -1.06691149e-02    1.00000000e-02
2215     7.38333333e-09    2.07034037e+00    1.24142500e+00    4.00294018e+00    2.63539811e-03   -1.04657874e-02    1.00000000e-02
2216     7.38666667e-09    2.05595008e+00    1.22671311e+00    3.99909496e+00   -1.23319125e-03   -1.04348657e-02    1.00000000e-02
2217     7.39000000e-09    2.04699997e+00    1.21675389e+00    3.99551170e+00   -4.71727254e-03   -1.05880466e-02    1.00000000e-02
2218     7.39333333e-09    2.04690909e+00    1.21536893e+00    3.99349845e+00   -6.54285384e-03   -1.08706291e-02    1.00000000e-02
2219     7.39666667e-09    2.05571787e+00    1.22310433e+00    3.99396425e+00   -5.87017440e-03   -1.11771563e-02    1.00000000e-02
2220     7.40000000e-09    2.07006642e+00    1.23700115e+00    3.99687831e+00   -2.81141524e-03   -1.13882354e-02    1.00000000e-02
2221     7.40333333e-09    2.08447292e+00    1.25173444e+00    4.00107553e+00    1.40916984e-03   -1.14193483e-02    1.00000000e-02
2222     7.40666667e-09    2.09343077e+00    1.26167272e+00    4.00477515e+00    5.00194337e-03   -1.12585494e-02    1.00000000e-02
2223     7.41000000e-09    2.09351887e+00    1.26303678e+00    4.00650810e+00    6.54248588e-03   -1.09710917e-02    1.00000000e-02
2224     7.41333333e-09    2.08470928e+00    1.25532282e+00    4.00575258e+00    5.58484477e-03   -1.06691996e-02    1.00000000e-02
2225     7.41666667e-09    2.07037166e+00    1.24147358e+00    4.00293980e+00    2.63506660e-03   -1.04658917e-02    1.00000000e-02
2226     7.42000000e-09    2.05598138e+00    1.22676168e+00    3.99909504e+00   -1.23306247e-03   -1.04349750e-02    1.00000000e-02
2227     7.42333333e-09    2.04703127e+00    1.21680250e+00    3.99551223e+00   -4.71670911e-03   -1.05881451e-02    1.00000000e-02
2228     7.42666667e-09    2.04694040e+00    1.21541760e+00    3.99349931e+00   -6.54198811e-03   -1.08707033e-02    1.00000000e-02
2229     7.43000000e-09    2.05574917e+00    1.22315302e+00    3.99396513e+00   -5.86931017e-03   -1.11772002e-02    1.00000000e-02
2230     7.43333333e-09    2.07009769e+00    1.23704981e+00    3.99687882e+00   -2.81095089e-03   -1.13882551e-02    1.00000000e-02
2231     7.43666667e-09    2.08450414e+00    1.25178303e+00    4.00107539e+00    1.40898983e-03   -1.14193614e-02    1.00000000e-02
2232     7.44000000e-09    2.09346195e+00    1.26172122e+00    4.00477446e+00    5.00121696e-03   -1.12585766e-02    1.00000000e-02
2233     7.44333333e-09    2.09355001e+00    1.26308519e+00    4.00650720e+00    6.54157483e-03   -1.09711466e-02    1.00000000e-02
2234     7.44666667e-09    2.08474040e+00    1.25537116e+00    4.00575184e+00    5.58412089e-03   -1.06692833e-02    1.00000000e-02
2235     7.45000000e-09    2.07040278e+00    1.24152188e+00    4.00293944e+00    2.63473923e-03   -1.04659949e-02    1.00000000e-02
2236     7.45333333e-09    2.05601249e+00    1.22680999e+00    3.99909513e+00   -1.23293530e-03   -1.04350831e-02    1.00000000e-02
2237     7.45666667e-09    2.04706239e+00    1.21685084e+00    3.99551276e+00   -4.71615275e-03   -1.05882424e-02    1.00000000e-02
2238     7.46000000e-09    2.04697152e+00    1.21546599e+00    3.99350015e+00   -6.54113334e-03   -1.08707767e-02    1.00000000e-02
2239     7.46333333e-09    2.05578028e+00    1.22320144e+00    3.99396600e+00   -5.86845697e-03   -1.11772436e-02    1.00000000e-02
2240     7.46666667e-09    2.07012877e+00    1.23709821e+00    3.99687932e+00   -2.81049251e-03   -1.13882747e-02    1.00000000e-02
2241     7.47000000e-09    2.08453519e+00    1.25183136e+00    4.00107526e+00    1.40881213e-03   -1.14193744e-02    1.00000000e-02
2242     7.47333333e-09    2.09349295e+00    1.26176946e+00    4.00477377e+00    5.00049985e-03   -1.12586036e-02    1.00000000e-02
2243     7.47666667e-09    2.09358097e+00    1.26313334e+00    4.00650630e+00    6.54067535e-03   -1.09712009e-02    1.00000000e-02
2244     7.48000000e-09    2.08477134e+00    1.25541924e+00    4.00575110e+00    5.58340612e-03   -1.06693660e-02    1.00000000e-02
2245     7.48333333e-09    2.07043371e+00    1.24156992e+00    4.00293907e+00    2.63441593e-03   -1.04660968e-02    1.00000000e-02
2246     7.48666667e-09    2.05604342e+00    1.22685803e+00    3.99909521e+00   -1.23280972e-03   -1.04351899e-02    1.00000000e-02
2247     7.49000000e-09    2.04709333e+00    1.21689892e+00    3.99551327e+00   -4.71560334e-03   -1.05883386e-02    1.00000000e-02
2248     7.49333333e-09    2.04700246e+00    1.21551412e+00    3.99350099e+00   -6.54028937e-03   -1.08708492e-02    1.00000000e-02
2249     7.49666667e-09    2.05581122e+00    1.22324959e+00    3.99396687e+00   -5.86761464e-03   -1.11772866e-02    1.00000000e-02
2250     7.50000000e-09    2.07015968e+00    1.23714634e+00    3.99687981e+00   -2.81003999e-03   -1.13882941e-02    1.00000000e-02
2251     7.50333333e-09    2.08456605e+00    1.25187941e+00    4.00107513e+00    1.40863671e-03   -1.14193873e-02    1.00000000e-02
2252     7.50666667e-09    2.09352377e+00    1.26181742e+00    4.00477310e+00    4.99979191e-03   -1.12586303e-02    1.00000000e-02
2253     7.51000000e-09    2.09361176e+00    1.26318122e+00    4.00650542e+00    6.53978728e-03   -1.09712546e-02    1.00000000e-02
2254     7.51333333e-09    2.08480210e+00    1.25546705e+00    4.00575037e+00    5.58270032e-03   -1.06694477e-02    1.00000000e-02
2255     7.51666667e-09    2.07046446e+00    1.24161769e+00    4.00293871e+00    2.63409666e-03   -1.04661975e-02    1.00000000e-02
2256     7.52000000e-09    2.05607418e+00    1.22690580e+00    3.99909529e+00   -1.23268570e-03   -1.04352954e-02    1.00000000e-02
2257     7.52333333e-09    2.04712409e+00    1.21694674e+00    3.99551379e+00   -4.71506081e-03   -1.05884336e-02    1.00000000e-02
2258     7.52666667e-09    2.04703323e+00    1.21556199e+00    3.99350181e+00   -6.53945605e-03   -1.08709209e-02    1.00000000e-02
2259     7.53000000e-09    2.05584197e+00    1.22329748e+00    3.99396772e+00   -5.86678305e-03   -1.11773291e-02    1.00000000e-02
2260     7.53333333e-09    2.07019041e+00    1.23719420e+00    3.99688030e+00   -2.80959327e-03   -1.13883133e-02    1.00000000e-02
2261     7.53666667e-09    2.08459674e+00    1.25192721e+00    4.00107501e+00    1.40846354e-03   -1.14194001e-02    1.00000000e-02
2262     7.54000000e-09    2.09355441e+00    1.26186513e+00    4.00477243e+00    4.99909301e-03   -1.12586567e-02    1.00000000e-02
2263     7.54333333e-09    2.09364236e+00    1.26322884e+00    4.00650454e+00    6.53891046e-03   -1.09713076e-02    1.00000000e-02
2264     7.54666667e-09    2.08483269e+00    1.25551460e+00    4.00574965e+00    5.58200338e-03   -1.06695284e-02    1.00000000e-02
2265     7.55000000e-09    2.07049504e+00    1.24166521e+00    4.00293836e+00    2.63378134e-03   -1.04662970e-02    1.00000000e-02
2266     7.55333333e-09    2.05610475e+00    1.22695332e+00    3.99909537e+00   -1.23256322e-03   -1.04353996e-02    1.00000000e-02
2267     7.55666667e-09    2.04715467e+00    1.21699429e+00    3.99551429e+00   -4.71452504e-03   -1.05885275e-02    1.00000000e-02
2268     7.56000000e-09    2.04706381e+00    1.21560959e+00    3.99350263e+00   -6.53863323e-03   -1.08709917e-02    1.00000000e-02
2269     7.56333333e-09    2.05587255e+00    1.22334511e+00    3.99396856e+00   -5.86596203e-03   -1.11773712e-02    1.00000000e-02
2270     7.56666667e-09    2.07022096e+00    1.23724180e+00    3.99688078e+00   -2.80915226e-03   -1.13883324e-02    1.00000000e-02
2271     7.57000000e-09    2.08462725e+00    1.25197474e+00    4.00107488e+00    1.40829259e-03   -1.14194129e-02    1.00000000e-02
2272     7.57333333e-09    2.09358487e+00    1.26191257e+00    4.00477177e+00    4.99840302e-03   -1.12586829e-02    1.00000000e-02
2273     7.57666667e-09    2.09367279e+00    1.26327620e+00    4.00650368e+00    6.53804473e-03   -1.09713601e-02    1.00000000e-02
2274     7.58000000e-09    2.08486310e+00    1.25556190e+00    4.00574894e+00    5.58131516e-03   -1.06696082e-02    1.00000000e-02
2275     7.58333333e-09    2.07052544e+00    1.24171247e+00    4.00293801e+00    2.63346994e-03   -1.04663953e-02    1.00000000e-02
2276     7.58666667e-09    2.05613516e+00    1.22700058e+00    3.99909545e+00   -1.23244227e-03   -1.04355026e-02    1.00000000e-02
2277     7.59000000e-09    2.04718508e+00    1.21704158e+00    3.99551479e+00   -4.71399595e-03   -1.05886204e-02    1.00000000e-02
2278     7.59333333e-09    2.04709423e+00    1.21565693e+00    3.99350343e+00   -6.53782077e-03   -1.08710617e-02    1.00000000e-02
2279     7.59666667e-09    2.05590296e+00    1.22339247e+00    3.99396939e+00   -5.86515143e-03   -1.11774127e-02    1.00000000e-02
2280     7.60000000e-09    2.07025134e+00    1.23728914e+00    3.99688126e+00   -2.80871688e-03   -1.13883513e-02    1.00000000e-02
2281     7.60333333e-09    2.08465759e+00    1.25202201e+00    4.00107475e+00    1.40812382e-03   -1.14194256e-02    1.00000000e-02
2282     7.60666667e-09    2.09361517e+00    1.26195975e+00    4.00477112e+00    4.99772181e-03   -1.12587088e-02    1.00000000e-02
2283     7.61000000e-09    2.09370305e+00    1.26332330e+00    4.00650283e+00    6.53718995e-03   -1.09714119e-02    1.00000000e-02
2284     7.61333333e-09    2.08489334e+00    1.25560894e+00    4.00574824e+00    5.58063554e-03   -1.06696871e-02    1.00000000e-02
2285     7.61666667e-09    2.07055567e+00    1.24175947e+00    4.00293767e+00    2.63316240e-03   -1.04664925e-02    1.00000000e-02
2286     7.62000000e-09    2.05616539e+00    1.22704758e+00    3.99909553e+00   -1.23232281e-03   -1.04356044e-02    1.00000000e-02
2287     7.62333333e-09    2.04721532e+00    1.21708862e+00    3.99551528e+00   -4.71347345e-03   -1.05887121e-02    1.00000000e-02
2288     7.62666667e-09    2.04712447e+00    1.21570401e+00    3.99350423e+00   -6.53701852e-03   -1.08711309e-02    1.00000000e-02
2289     7.63000000e-09    2.05593319e+00    1.22343958e+00    3.99397020e+00   -5.86435111e-03   -1.11774539e-02    1.00000000e-02
2290     7.63333333e-09    2.07028155e+00    1.23733622e+00    3.99688172e+00   -2.80828704e-03   -1.13883700e-02    1.00000000e-02
2291     7.63666667e-09    2.08468775e+00    1.25206902e+00    4.00107463e+00    1.40795721e-03   -1.14194381e-02    1.00000000e-02
2292     7.64000000e-09    2.09364529e+00    1.26200668e+00    4.00477047e+00    4.99704927e-03   -1.12587344e-02    1.00000000e-02
2293     7.64333333e-09    2.09373314e+00    1.26337015e+00    4.00650199e+00    6.53634594e-03   -1.09714632e-02    1.00000000e-02
2294     7.64666667e-09    2.08492340e+00    1.25565572e+00    4.00574755e+00    5.57996442e-03   -1.06697650e-02    1.00000000e-02
2295     7.65000000e-09    2.07058573e+00    1.24180622e+00    4.00293732e+00    2.63285866e-03   -1.04665885e-02    1.00000000e-02
2296     7.65333333e-09    2.05619545e+00    1.22709433e+00    3.99909560e+00   -1.23220484e-03   -1.04357050e-02    1.00000000e-02
2297     7.65666667e-09    2.04724538e+00    1.21713540e+00    3.99551577e+00   -4.71295745e-03   -1.05888027e-02    1.00000000e-02
2298     7.66000000e-09    2.04715454e+00    1.21575084e+00    3.99350501e+00   -6.53622634e-03   -1.08711993e-02    1.00000000e-02
2299     7.66333333e-09    2.05596325e+00    1.22348643e+00    3.99397101e+00   -5.86356093e-03   -1.11774945e-02    1.00000000e-02
2300     7.66666667e-09    2.07031158e+00    1.23738304e+00    3.99688219e+00   -2.80786268e-03   -1.13883885e-02    1.00000000e-02
2301     7.67000000e-09    2.08471775e+00    1.25211578e+00    4.00107451e+00    1.40779273e-03   -1.14194506e-02    1.00000000e-02
2302     7.67333333e-09    2.09367524e+00    1.26205336e+00    4.00476984e+00    4.99638527e-03   -1.12587598e-02    1.00000000e-02
2303     7.67666667e-09    2.09376306e+00    1.26341674e+00    4.00650116e+00    6.53551258e-03   -1.09715139e-02    1.00000000e-02
2304     7.68000000e-09    2.08495330e+00    1.25570226e+00    4.00574687e+00    5.57930166e-03   -1.06698420e-02    1.00000000e-02
2305     7.68333333e-09    2.07061562e+00    1.24185272e+00    4.00293699e+00    2.63255867e-03   -1.04666833e-02    1.00000000e-02
2306     7.68666667e-09    2.05622534e+00    1.22714083e+00    3.99909568e+00   -1.23208833e-03   -1.04358043e-02    1.00000000e-02
2307     7.69000000e-09    2.04727528e+00    1.21718194e+00    3.99551625e+00   -4.71244785e-03   -1.05888922e-02    1.00000000e-02
2308     7.69333333e-09    2.04718444e+00    1.21579742e+00    3.99350578e+00   -6.53544410e-03   -1.08712669e-02    1.00000000e-02
2309     7.69666667e-09    2.05599315e+00    1.22353303e+00    3.99397181e+00   -5.86278075e-03   -1.11775348e-02    1.00000000e-02
2310     7.70000000e-09    2.07034145e+00    1.23742962e+00    3.99688264e+00   -2.80744370e-03   -1.13884069e-02    1.00000000e-02
2311     7.70333333e-09    2.08474758e+00    1.25216229e+00    4.00107439e+00    1.40763034e-03   -1.14194630e-02    1.00000000e-02
2312     7.70666667e-09    2.09370503e+00    1.26209978e+00    4.00476921e+00    4.99572968e-03   -1.12587849e-02    1.00000000e-02
2313     7.71000000e-09    2.09379281e+00    1.26346309e+00    4.00650034e+00    6.53468970e-03   -1.09715640e-02    1.00000000e-02
2314     7.71333333e-09    2.08498303e+00    1.25574854e+00    4.00574619e+00    5.57864717e-03   -1.06699181e-02    1.00000000e-02
2315     7.71666667e-09    2.07064534e+00    1.24189897e+00    4.00293665e+00    2.63226239e-03   -1.04667771e-02    1.00000000e-02
2316     7.72000000e-09    2.05625507e+00    1.22718708e+00    3.99909576e+00   -1.23197326e-03   -1.04359025e-02    1.00000000e-02
2317     7.72333333e-09    2.04730501e+00    1.21722822e+00    3.99551672e+00   -4.71194458e-03   -1.05889807e-02    1.00000000e-02
2318     7.72666667e-09    2.04721417e+00    1.21584374e+00    3.99350655e+00   -6.53467165e-03   -1.08713337e-02    1.00000000e-02
2319     7.73000000e-09    2.05602287e+00    1.22357937e+00    3.99397260e+00   -5.86201041e-03   -1.11775746e-02    1.00000000e-02
2320     7.73333333e-09    2.07037115e+00    1.23747594e+00    3.99688310e+00   -2.80703005e-03   -1.13884252e-02    1.00000000e-02
2321     7.73666667e-09    2.08477724e+00    1.25220854e+00    4.00107427e+00    1.40747002e-03   -1.14194753e-02    1.00000000e-02
2322     7.74000000e-09    2.09373465e+00    1.26214596e+00    4.00476859e+00    4.99508240e-03   -1.12588098e-02    1.00000000e-02
2323     7.74333333e-09    2.09382240e+00    1.26350919e+00    4.00649954e+00    6.53387716e-03   -1.09716135e-02    1.00000000e-02
2324     7.74666667e-09    2.08501260e+00    1.25579458e+00    4.00574552e+00    5.57800082e-03   -1.06699933e-02    1.00000000e-02
2325     7.75000000e-09    2.07067490e+00    1.24194497e+00    4.00293633e+00    2.63196976e-03   -1.04668697e-02    1.00000000e-02
2326     7.75333333e-09    2.05628463e+00    1.22723308e+00    3.99909583e+00   -1.23185961e-03   -1.04359995e-02    1.00000000e-02
2327     7.75666667e-09    2.04733458e+00    1.21727425e+00    3.99551719e+00   -4.71144754e-03   -1.05890682e-02    1.00000000e-02
2328     7.76000000e-09    2.04724374e+00    1.21588982e+00    3.99350730e+00   -6.53390887e-03   -1.08713997e-02    1.00000000e-02
2329     7.76333333e-09    2.05605244e+00    1.22362547e+00    3.99397338e+00   -5.86124980e-03   -1.11776139e-02    1.00000000e-02
2330     7.76666667e-09    2.07040069e+00    1.23752201e+00    3.99688354e+00   -2.80662163e-03   -1.13884432e-02    1.00000000e-02
2331     7.77000000e-09    2.08480674e+00    1.25225455e+00    4.00107415e+00    1.40731174e-03   -1.14194874e-02    1.00000000e-02
2332     7.77333333e-09    2.09376410e+00    1.26219188e+00    4.00476798e+00    4.99444331e-03   -1.12588344e-02    1.00000000e-02
2333     7.77666667e-09    2.09385182e+00    1.26355504e+00    4.00649874e+00    6.53307483e-03   -1.09716624e-02    1.00000000e-02
2334     7.78000000e-09    2.08504200e+00    1.25584037e+00    4.00574486e+00    5.57736250e-03   -1.06700676e-02    1.00000000e-02
2335     7.78333333e-09    2.07070430e+00    1.24199073e+00    4.00293600e+00    2.63168073e-03   -1.04669612e-02    1.00000000e-02
2336     7.78666667e-09    2.05631402e+00    1.22727884e+00    3.99909590e+00   -1.23174736e-03   -1.04360954e-02    1.00000000e-02
2337     7.79000000e-09    2.04736398e+00    1.21732004e+00    3.99551765e+00   -4.71095666e-03   -1.05891546e-02    1.00000000e-02
2338     7.79333333e-09    2.04727315e+00    1.21593565e+00    3.99350805e+00   -6.53315561e-03   -1.08714650e-02    1.00000000e-02
2339     7.79666667e-09    2.05608183e+00    1.22367132e+00    3.99397415e+00   -5.86049877e-03   -1.11776528e-02    1.00000000e-02
2340     7.80000000e-09    2.07043006e+00    1.23756783e+00    3.99688398e+00   -2.80621839e-03   -1.13884611e-02    1.00000000e-02
2341     7.80333333e-09    2.08483607e+00    1.25230031e+00    4.00107404e+00    1.40715547e-03   -1.14194995e-02    1.00000000e-02
2342     7.80666667e-09    2.09379340e+00    1.26223757e+00    4.00476738e+00    4.99381229e-03   -1.12588588e-02    1.00000000e-02
2343     7.81000000e-09    2.09388108e+00    1.26360065e+00    4.00649795e+00    6.53228255e-03   -1.09717108e-02    1.00000000e-02
2344     7.81333333e-09    2.08507125e+00    1.25588592e+00    4.00574421e+00    5.57673210e-03   -1.06701411e-02    1.00000000e-02
2345     7.81666667e-09    2.07073353e+00    1.24203625e+00    4.00293568e+00    2.63139525e-03   -1.04670516e-02    1.00000000e-02
2346     7.82000000e-09    2.05634326e+00    1.22732436e+00    3.99909598e+00   -1.23163650e-03   -1.04361901e-02    1.00000000e-02
2347     7.82333333e-09    2.04739322e+00    1.21736559e+00    3.99551811e+00   -4.71047184e-03   -1.05892399e-02    1.00000000e-02
2348     7.82666667e-09    2.04730239e+00    1.21598124e+00    3.99350879e+00   -6.53241175e-03   -1.08715295e-02    1.00000000e-02
2349     7.83000000e-09    2.05611107e+00    1.22371692e+00    3.99397490e+00   -5.85975718e-03   -1.11776913e-02    1.00000000e-02
2350     7.83333333e-09    2.07045928e+00    1.23761341e+00    3.99688441e+00   -2.80582024e-03   -1.13884788e-02    1.00000000e-02
2351     7.83666667e-09    2.08486524e+00    1.25234583e+00    4.00107392e+00    1.40700118e-03   -1.14195115e-02    1.00000000e-02
2352     7.84000000e-09    2.09382253e+00    1.26228301e+00    4.00476678e+00    4.99318924e-03   -1.12588829e-02    1.00000000e-02
2353     7.84333333e-09    2.09391018e+00    1.26364601e+00    4.00649717e+00    6.53150019e-03   -1.09717587e-02    1.00000000e-02
2354     7.84666667e-09    2.08510033e+00    1.25593123e+00    4.00574357e+00    5.57610952e-03   -1.06702137e-02    1.00000000e-02
2355     7.85000000e-09    2.07076261e+00    1.24208152e+00    4.00293536e+00    2.63111328e-03   -1.04671410e-02    1.00000000e-02
2356     7.85333333e-09    2.05637233e+00    1.22736963e+00    3.99909605e+00   -1.23152701e-03   -1.04362838e-02    1.00000000e-02
2357     7.85666667e-09    2.04742230e+00    1.21741089e+00    3.99551856e+00   -4.70999301e-03   -1.05893243e-02    1.00000000e-02
2358     7.86000000e-09    2.04733148e+00    1.21602658e+00    3.99350951e+00   -6.53167715e-03   -1.08715933e-02    1.00000000e-02
2359     7.86333333e-09    2.05614015e+00    1.22376228e+00    3.99397565e+00   -5.85902491e-03   -1.11777294e-02    1.00000000e-02
2360     7.86666667e-09    2.07048833e+00    1.23765875e+00    3.99688484e+00   -2.80542711e-03   -1.13884963e-02    1.00000000e-02
2361     7.87000000e-09    2.08489426e+00    1.25239111e+00    4.00107381e+00    1.40684884e-03   -1.14195234e-02    1.00000000e-02
2362     7.87333333e-09    2.09385150e+00    1.26232821e+00    4.00476619e+00    4.99257403e-03   -1.12589067e-02    1.00000000e-02
2363     7.87666667e-09    2.09393912e+00    1.26369114e+00    4.00649640e+00    6.53072762e-03   -1.09718060e-02    1.00000000e-02
2364     7.88000000e-09    2.08512925e+00    1.25597630e+00    4.00574294e+00    5.57549465e-03   -1.06702854e-02    1.00000000e-02
2365     7.88333333e-09    2.07079152e+00    1.24212656e+00    4.00293505e+00    2.63083477e-03   -1.04672293e-02    1.00000000e-02
2366     7.88666667e-09    2.05640125e+00    1.22741467e+00    3.99909612e+00   -1.23141886e-03   -1.04363762e-02    1.00000000e-02
2367     7.89000000e-09    2.04745122e+00    1.21745596e+00    3.99551900e+00   -4.70952008e-03   -1.05894077e-02    1.00000000e-02
2368     7.89333333e-09    2.04736040e+00    1.21607169e+00    3.99351023e+00   -6.53095170e-03   -1.08716563e-02    1.00000000e-02
2369     7.89666667e-09    2.05616906e+00    1.22380740e+00    3.99397639e+00   -5.85830184e-03   -1.11777670e-02    1.00000000e-02
2370     7.90000000e-09    2.07051722e+00    1.23770385e+00    3.99688527e+00   -2.80503895e-03   -1.13885137e-02    1.00000000e-02
2371     7.90333333e-09    2.08492311e+00    1.25243614e+00    4.00107370e+00    1.40669844e-03   -1.14195352e-02    1.00000000e-02
2372     7.90666667e-09    2.09388032e+00    1.26237317e+00    4.00476561e+00    4.99196657e-03   -1.12589303e-02    1.00000000e-02
