Index       TIME              V(IN)            V(BASE)           V(COLL)           V(OUT)           V(OUT_50)          I(V_DD)     
1152     3.83536470e-09    9.34039695e-03    8.54305886e-01    1.19679596e+00    1.77706137e+00    7.94676357e-03   -3.61469313e-03
1153     3.83869804e-09    2.11870376e-02    8.62279469e-01    1.15912187e+00    1.75571999e+00   -1.32188774e-02   -3.72140003e-03
1154     3.84203137e-09    2.49409500e-02    8.63696505e-01    1.13188953e+00    1.73797174e+00   -2.95417817e-02   -3.81014132e-03
1155     3.84536470e-09    1.91682672e-02    8.58050503e-01    1.12603605e+00    1.73157462e+00   -3.38266184e-02   -3.84212691e-03
1156     3.84869804e-09    6.07395788e-03    8.47457870e-01    1.14297486e+00    1.73891590e+00   -2.45397856e-02   -3.80542048e-03
1157     3.85203137e-09   -9.34039695e-03    8.35905483e-01    1.17515648e+00    1.75627973e+00   -6.15287249e-03   -3.71860135e-03
1158     3.85536470e-09   -2.11870376e-02    8.27798490e-01    1.21020845e+00    1.77641284e+00    1.37277472e-02   -3.61793578e-03
1159     3.85869804e-09   -2.49409500e-02    8.26293744e-01    1.23593180e+00    1.79214240e+00    2.80642337e-02   -3.53928801e-03
1160     3.86203137e-09   -1.91682672e-02    8.32018385e-01    1.24346353e+00    1.79850047e+00    3.24066115e-02   -3.50749765e-03
1161     3.86536470e-09   -6.07395788e-03    8.42747940e-01    1.22908611e+00    1.79314552e+00    2.51336491e-02   -3.53427242e-03
1162     3.86869804e-09    9.34039695e-03    8.54305894e-01    1.19679598e+00    1.77706132e+00    7.94677657e-03   -3.61469338e-03
1163     3.87203137e-09    2.11870376e-02    8.62279477e-01    1.15912190e+00    1.75571995e+00   -1.32188644e-02   -3.72140026e-03
1164     3.87536470e-09    2.49409500e-02    8.63696513e-01    1.13188955e+00    1.73797169e+00   -2.95417690e-02   -3.81014156e-03
1165     3.87869804e-09    1.91682672e-02    8.58050511e-01    1.12603608e+00    1.73157457e+00   -3.38266056e-02   -3.84212714e-03
1166     3.88203137e-09    6.07395788e-03    8.47457877e-01    1.14297488e+00    1.73891586e+00   -2.45397728e-02   -3.80542070e-03
1167     3.88536470e-09   -9.34039695e-03    8.35905491e-01    1.17515651e+00    1.75627968e+00   -6.15285966e-03   -3.71860158e-03
1168     3.88869804e-09   -2.11870376e-02    8.27798498e-01    1.21020847e+00    1.77641280e+00    1.37277598e-02   -3.61793600e-03
1169     3.89203137e-09   -2.49409500e-02    8.26293751e-01    1.23593183e+00    1.79214235e+00    2.80642463e-02   -3.53928823e-03
1170     3.89536470e-09   -1.91682672e-02    8.32018392e-01    1.24346356e+00    1.79850043e+00    3.24066238e-02   -3.50749786e-03
1171     3.89869804e-09   -6.07395788e-03    8.42747947e-01    1.22908613e+00    1.79314547e+00    2.51336615e-02   -3.53427263e-03
1172     3.90203137e-09    9.34039695e-03    8.54305901e-01    1.19679601e+00    1.77706128e+00    7.94678873e-03   -3.61469358e-03
1173     3.90536470e-09    2.11870376e-02    8.62279484e-01    1.15912192e+00    1.75571991e+00   -1.32188522e-02   -3.72140046e-03
1174     3.90869804e-09    2.49409500e-02    8.63696520e-01    1.13188958e+00    1.73797165e+00   -2.95417570e-02   -3.81014176e-03
1175     3.91203137e-09    1.91682672e-02    8.58050518e-01    1.12603610e+00    1.73157453e+00   -3.38265935e-02   -3.84212733e-03
1176     3.91536470e-09    6.07395788e-03    8.47457884e-01    1.14297490e+00    1.73891582e+00   -2.45397609e-02   -3.80542089e-03
1177     3.91869804e-09   -9.34039695e-03    8.35905498e-01    1.17515653e+00    1.75627965e+00   -6.15284769e-03   -3.71860176e-03
1178     3.92203137e-09   -2.11870376e-02    8.27798505e-01    1.21020849e+00    1.77641276e+00    1.37277716e-02   -3.61793618e-03
1179     3.92536470e-09   -2.49409500e-02    8.26293758e-01    1.23593185e+00    1.79214232e+00    2.80642580e-02   -3.53928841e-03
1180     3.92869804e-09   -1.91682672e-02    8.32018399e-01    1.24346358e+00    1.79850039e+00    3.24066353e-02   -3.50749804e-03
1181     3.93203137e-09   -6.07395788e-03    8.42747954e-01    1.22908616e+00    1.79314544e+00    2.51336730e-02   -3.53427280e-03
1182     3.93536470e-09    9.34039695e-03    8.54305908e-01    1.19679603e+00    1.77706125e+00    7.94680010e-03   -3.61469375e-03
1183     3.93869804e-09    2.11870376e-02    8.62279491e-01    1.15912195e+00    1.75571987e+00   -1.32188408e-02   -3.72140063e-03
1184     3.94203137e-09    2.49409500e-02    8.63696527e-01    1.13188960e+00    1.73797162e+00   -2.95417457e-02   -3.81014192e-03
1185     3.94536470e-09    1.91682672e-02    8.58050524e-01    1.12603612e+00    1.73157450e+00   -3.38265822e-02   -3.84212749e-03
1186     3.94869804e-09    6.07395788e-03    8.47457891e-01    1.14297493e+00    1.73891579e+00   -2.45397497e-02   -3.80542105e-03
1187     3.95203137e-09   -9.34039695e-03    8.35905504e-01    1.17515655e+00    1.75627962e+00   -6.15283651e-03   -3.71860191e-03
1188     3.95536470e-09   -2.11870376e-02    8.27798511e-01    1.21020852e+00    1.77641273e+00    1.37277825e-02   -3.61793633e-03
1189     3.95869804e-09   -2.49409500e-02    8.26293764e-01    1.23593188e+00    1.79214229e+00    2.80642689e-02   -3.53928855e-03
1190     3.96203137e-09   -1.91682672e-02    8.32018406e-01    1.24346361e+00    1.79850036e+00    3.24066459e-02   -3.50749818e-03
1191     3.96536470e-09   -6.07395788e-03    8.42747961e-01    1.22908618e+00    1.79314541e+00    2.51336837e-02   -3.53427294e-03
1192     3.96869804e-09    9.34039695e-03    8.54305914e-01    1.19679606e+00    1.77706122e+00    7.94681073e-03   -3.61469389e-03
1193     3.97203137e-09    2.11870376e-02    8.62279497e-01    1.15912197e+00    1.75571985e+00   -1.32188301e-02   -3.72140076e-03
1194     3.97536470e-09    2.49409500e-02    8.63696533e-01    1.13188962e+00    1.73797159e+00   -2.95417351e-02   -3.81014205e-03
1195     3.97869804e-09    1.91682672e-02    8.58050531e-01    1.12603614e+00    1.73157448e+00   -3.38265716e-02   -3.84212762e-03
1196     3.98203137e-09    6.07395788e-03    8.47457897e-01    1.14297495e+00    1.73891577e+00   -2.45397393e-02   -3.80542117e-03
1197     3.98536470e-09   -9.34039695e-03    8.35905511e-01    1.17515658e+00    1.75627959e+00   -6.15282608e-03   -3.71860203e-03
1198     3.98869804e-09   -2.11870376e-02    8.27798517e-01    1.21020854e+00    1.77641271e+00    1.37277926e-02   -3.61793645e-03
1199     3.99203137e-09   -2.49409500e-02    8.26293771e-01    1.23593190e+00    1.79214227e+00    2.80642790e-02   -3.53928867e-03
1200     3.99536470e-09   -1.91682672e-02    8.32018412e-01    1.24346363e+00    1.79850034e+00    3.24066558e-02   -3.50749830e-03
1201     3.99869804e-09   -6.07395788e-03    8.42747967e-01    1.22908621e+00    1.79314539e+00    2.51336937e-02   -3.53427305e-03
1202     4.00203137e-09    9.34039695e-03    8.54305920e-01    1.19679608e+00    1.77706120e+00    7.94682067e-03   -3.61469399e-03
1203     4.00536470e-09    2.11870376e-02    8.62279503e-01    1.15912199e+00    1.75571983e+00   -1.32188200e-02   -3.72140086e-03
1204     4.00869804e-09    2.49409500e-02    8.63696539e-01    1.13188964e+00    1.73797157e+00   -2.95417252e-02   -3.81014215e-03
1205     4.01203137e-09    1.91682672e-02    8.58050537e-01    1.12603617e+00    1.73157446e+00   -3.38265616e-02   -3.84212771e-03
1206     4.01536470e-09    6.07395788e-03    8.47457903e-01    1.14297497e+00    1.73891575e+00   -2.45397295e-02   -3.80542127e-03
1207     4.01869804e-09   -9.34039695e-03    8.35905516e-01    1.17515660e+00    1.75627958e+00   -6.15281635e-03   -3.71860212e-03
1208     4.02203137e-09   -2.11870376e-02    8.27798523e-01    1.21020856e+00    1.77641269e+00    1.37278020e-02   -3.61793653e-03
1209     4.02536470e-09   -2.49409500e-02    8.26293776e-01    1.23593192e+00    1.79214225e+00    2.80642883e-02   -3.53928875e-03
1210     4.02869804e-09   -1.91682672e-02    8.32018418e-01    1.24346365e+00    1.79850032e+00    3.24066649e-02   -3.50749838e-03
1211     4.03203137e-09   -6.07395788e-03    8.42747972e-01    1.22908623e+00    1.79314537e+00    2.51337030e-02   -3.53427313e-03
1212     4.03536470e-09    9.34039695e-03    8.54305926e-01    1.19679610e+00    1.77706119e+00    7.94682995e-03   -3.61469407e-03
1213     4.03869804e-09    2.11870376e-02    8.62279509e-01    1.15912201e+00    1.75571981e+00   -1.32188105e-02   -3.72140094e-03
1214     4.04203137e-09    2.49409500e-02    8.63696545e-01    1.13188966e+00    1.73797156e+00   -2.95417158e-02   -3.81014222e-03
1215     4.04536470e-09    1.91682672e-02    8.58050542e-01    1.12603619e+00    1.73157444e+00   -3.38265522e-02   -3.84212778e-03
1216     4.04869804e-09    6.07395788e-03    8.47457908e-01    1.14297499e+00    1.73891573e+00   -2.45397203e-02   -3.80542133e-03
1217     4.05203137e-09   -9.34039695e-03    8.35905522e-01    1.17515662e+00    1.75627956e+00   -6.15280728e-03   -3.71860219e-03
1218     4.05536470e-09   -2.11870376e-02    8.27798529e-01    1.21020858e+00    1.77641268e+00    1.37278107e-02   -3.61793660e-03
1219     4.05869804e-09   -2.49409500e-02    8.26293782e-01    1.23593194e+00    1.79214224e+00    2.80642969e-02   -3.53928881e-03
1220     4.06203137e-09   -1.91682672e-02    8.32018423e-01    1.24346368e+00    1.79850031e+00    3.24066733e-02   -3.50749844e-03
1221     4.06536470e-09   -6.07395788e-03    8.42747978e-01    1.22908625e+00    1.79314536e+00    2.51337116e-02   -3.53427318e-03
1222     4.06869804e-09    9.34039695e-03    8.54305932e-01    1.19679612e+00    1.77706118e+00    7.94683864e-03   -3.61469412e-03
1223     4.07203137e-09    2.11870376e-02    8.62279514e-01    1.15912204e+00    1.75571980e+00   -1.32188016e-02   -3.72140098e-03
1224     4.07536470e-09    2.49409500e-02    8.63696550e-01    1.13188969e+00    1.73797155e+00   -2.95417070e-02   -3.81014226e-03
1225     4.07869804e-09    1.91682672e-02    8.58050548e-01    1.12603621e+00    1.73157444e+00   -3.38265434e-02   -3.84212782e-03
1226     4.08203137e-09    6.07395788e-03    8.47457914e-01    1.14297501e+00    1.73891573e+00   -2.45397117e-02   -3.80542137e-03
1227     4.08536470e-09   -9.34039695e-03    8.35905527e-01    1.17515664e+00    1.75627956e+00   -6.15279881e-03   -3.71860222e-03
1228     4.08869804e-09   -2.11870376e-02    8.27798534e-01    1.21020861e+00    1.77641267e+00    1.37278188e-02   -3.61793663e-03
1229     4.09203137e-09   -2.49409500e-02    8.26293787e-01    1.23593197e+00    1.79214223e+00    2.80643048e-02   -3.53928885e-03
1230     4.09536470e-09   -1.91682672e-02    8.32018429e-01    1.24346370e+00    1.79850031e+00    3.24066811e-02   -3.50749847e-03
1231     4.09869804e-09   -6.07395788e-03    8.42747983e-01    1.22908627e+00    1.79314536e+00    2.51337196e-02   -3.53427321e-03
1232     4.10203137e-09    9.34039695e-03    8.54305937e-01    1.19679615e+00    1.77706117e+00    7.94684675e-03   -3.61469415e-03
1233     4.10536470e-09    2.11870376e-02    8.62279520e-01    1.15912206e+00    1.75571980e+00   -1.32187933e-02   -3.72140100e-03
1234     4.10869804e-09    2.49409500e-02    8.63696555e-01    1.13188971e+00    1.73797154e+00   -2.95416988e-02   -3.81014228e-03
1235     4.11203137e-09    1.91682672e-02    8.58050553e-01    1.12603623e+00    1.73157443e+00   -3.38265351e-02   -3.84212783e-03
1236     4.11536470e-09    6.07395788e-03    8.47457919e-01    1.14297503e+00    1.73891572e+00   -2.45397037e-02   -3.80542138e-03
1237     4.11869804e-09   -9.34039695e-03    8.35905532e-01    1.17515666e+00    1.75627955e+00   -6.15279093e-03   -3.71860223e-03
1238     4.12203137e-09   -2.11870376e-02    8.27798539e-01    1.21020863e+00    1.77641267e+00    1.37278263e-02   -3.61793664e-03
1239     4.12536470e-09   -2.49409500e-02    8.26293792e-01    1.23593199e+00    1.79214223e+00    2.80643122e-02   -3.53928886e-03
1240     4.12869804e-09   -1.91682672e-02    8.32018434e-01    1.24346372e+00    1.79850030e+00    3.24066883e-02   -3.50749848e-03
1241     4.13203137e-09   -6.07395788e-03    8.42747988e-01    1.22908630e+00    1.79314536e+00    2.51337270e-02   -3.53427321e-03
1242     4.13536470e-09    9.34039695e-03    8.54305942e-01    1.19679617e+00    1.77706117e+00    7.94685433e-03   -3.61469415e-03
1243     4.13869804e-09    2.11870376e-02    8.62279524e-01    1.15912208e+00    1.75571980e+00   -1.32187854e-02   -3.72140100e-03
1244     4.14203137e-09    2.49409500e-02    8.63696560e-01    1.13188973e+00    1.73797155e+00   -2.95416910e-02   -3.81014227e-03
1245     4.14536470e-09    1.91682672e-02    8.58050557e-01    1.12603625e+00    1.73157443e+00   -3.38265273e-02   -3.84212783e-03
1246     4.14869804e-09    6.07395788e-03    8.47457923e-01    1.14297505e+00    1.73891573e+00   -2.45396962e-02   -3.80542137e-03
1247     4.15203137e-09   -9.34039695e-03    8.35905537e-01    1.17515668e+00    1.75627956e+00   -6.15278358e-03   -3.71860222e-03
1248     4.15536470e-09   -2.11870376e-02    8.27798544e-01    1.21020865e+00    1.77641267e+00    1.37278332e-02   -3.61793663e-03
1249     4.15869804e-09   -2.49409500e-02    8.26293797e-01    1.23593201e+00    1.79214223e+00    2.80643189e-02   -3.53928884e-03
1250     4.16203137e-09   -1.91682672e-02    8.32018438e-01    1.24346374e+00    1.79850031e+00    3.24066949e-02   -3.50749846e-03
1251     4.16536470e-09   -6.07395788e-03    8.42747993e-01    1.22908632e+00    1.79314536e+00    2.51337339e-02   -3.53427320e-03
1252     4.16869804e-09    9.34039695e-03    8.54305946e-01    1.19679619e+00    1.77706117e+00    7.94686141e-03   -3.61469413e-03
1253     4.17203137e-09    2.11870376e-02    8.62279529e-01    1.15912210e+00    1.75571980e+00   -1.32187780e-02   -3.72140098e-03
1254     4.17536470e-09    2.49409500e-02    8.63696564e-01    1.13188975e+00    1.73797155e+00   -2.95416836e-02   -3.81014225e-03
1255     4.17869804e-09    1.91682672e-02    8.58050562e-01    1.12603627e+00    1.73157444e+00   -3.38265199e-02   -3.84212780e-03
1256     4.18203137e-09    6.07395788e-03    8.47457928e-01    1.14297507e+00    1.73891573e+00   -2.45396891e-02   -3.80542134e-03
1257     4.18536470e-09   -9.34039695e-03    8.35905541e-01    1.17515670e+00    1.75627956e+00   -6.15277673e-03   -3.71860219e-03
1258     4.18869804e-09   -2.11870376e-02    8.27798548e-01    1.21020867e+00    1.77641268e+00    1.37278396e-02   -3.61793660e-03
1259     4.19203137e-09   -2.49409500e-02    8.26293801e-01    1.23593203e+00    1.79214224e+00    2.80643252e-02   -3.53928881e-03
1260     4.19536470e-09   -1.91682672e-02    8.32018443e-01    1.24346376e+00    1.79850031e+00    3.24067010e-02   -3.50749843e-03
1261     4.19869804e-09   -6.07395788e-03    8.42747997e-01    1.22908634e+00    1.79314537e+00    2.51337403e-02   -3.53427316e-03
1262     4.20203137e-09    9.34039695e-03    8.54305951e-01    1.19679621e+00    1.77706118e+00    7.94686802e-03   -3.61469408e-03
1263     4.20536470e-09    2.11870376e-02    8.62279533e-01    1.15912212e+00    1.75571981e+00   -1.32187711e-02   -3.72140093e-03
1264     4.20869804e-09    2.49409500e-02    8.63696569e-01    1.13188977e+00    1.73797156e+00   -2.95416767e-02   -3.81014220e-03
1265     4.21203137e-09    1.91682672e-02    8.58050566e-01    1.12603629e+00    1.73157445e+00   -3.38265130e-02   -3.84212775e-03
1266     4.21536470e-09    6.07395788e-03    8.47457932e-01    1.14297509e+00    1.73891574e+00   -2.45396825e-02   -3.80542129e-03
1267     4.21869804e-09   -9.34039695e-03    8.35905546e-01    1.17515672e+00    1.75627957e+00   -6.15277036e-03   -3.71860214e-03
1268     4.22203137e-09   -2.11870376e-02    8.27798552e-01    1.21020869e+00    1.77641269e+00    1.37278455e-02   -3.61793655e-03
1269     4.22536470e-09   -2.49409500e-02    8.26293806e-01    1.23593205e+00    1.79214225e+00    2.80643309e-02   -3.53928876e-03
1270     4.22869804e-09   -1.91682672e-02    8.32018447e-01    1.24346378e+00    1.79850032e+00    3.24067066e-02   -3.50749838e-03
1271     4.23203137e-09   -6.07395788e-03    8.42748002e-01    1.22908636e+00    1.79314538e+00    2.51337462e-02   -3.53427310e-03
1272     4.23536470e-09    9.34039695e-03    8.54305955e-01    1.19679623e+00    1.77706119e+00    7.94687420e-03   -3.61469403e-03
1273     4.23869804e-09    2.11870376e-02    8.62279538e-01    1.15912214e+00    1.75571983e+00   -1.32187646e-02   -3.72140087e-03
1274     4.24203137e-09    2.49409500e-02    8.63696573e-01    1.13188979e+00    1.73797157e+00   -2.95416702e-02   -3.81014213e-03
1275     4.24536470e-09    1.91682672e-02    8.58050570e-01    1.12603631e+00    1.73157446e+00   -3.38265065e-02   -3.84212768e-03
1276     4.24869804e-09    6.07395788e-03    8.47457936e-01    1.14297511e+00    1.73891575e+00   -2.45396763e-02   -3.80542123e-03
1277     4.25203137e-09   -9.34039695e-03    8.35905550e-01    1.17515674e+00    1.75627959e+00   -6.15276442e-03   -3.71860207e-03
1278     4.25536470e-09   -2.11870376e-02    8.27798556e-01    1.21020871e+00    1.77641270e+00    1.37278510e-02   -3.61793648e-03
1279     4.25869804e-09   -2.49409500e-02    8.26293810e-01    1.23593207e+00    1.79214226e+00    2.80643362e-02   -3.53928869e-03
1280     4.26203137e-09   -1.91682672e-02    8.32018451e-01    1.24346381e+00    1.79850034e+00    3.24067118e-02   -3.50749830e-03
1281     4.26536470e-09   -6.07395788e-03    8.42748006e-01    1.22908638e+00    1.79314539e+00    2.51337517e-02   -3.53427303e-03
1282     4.26869804e-09    9.34039695e-03    8.54305959e-01    1.19679625e+00    1.77706121e+00    7.94687996e-03   -3.61469395e-03
1283     4.27203137e-09    2.11870376e-02    8.62279542e-01    1.15912216e+00    1.75571984e+00   -1.32187584e-02   -3.72140079e-03
1284     4.27536470e-09    2.49409500e-02    8.63696577e-01    1.13188981e+00    1.73797159e+00   -2.95416641e-02   -3.81014205e-03
1285     4.27869804e-09    1.91682672e-02    8.58050574e-01    1.12603633e+00    1.73157448e+00   -3.38265004e-02   -3.84212759e-03
1286     4.28203137e-09    6.07395788e-03    8.47457940e-01    1.14297513e+00    1.73891577e+00   -2.45396706e-02   -3.80542114e-03
1287     4.28536470e-09   -9.34039695e-03    8.35905554e-01    1.17515676e+00    1.75627960e+00   -6.15275891e-03   -3.71860199e-03
1288     4.28869804e-09   -2.11870376e-02    8.27798560e-01    1.21020873e+00    1.77641272e+00    1.37278560e-02   -3.61793640e-03
1289     4.29203137e-09   -2.49409500e-02    8.26293813e-01    1.23593209e+00    1.79214228e+00    2.80643410e-02   -3.53928860e-03
1290     4.29536470e-09   -1.91682672e-02    8.32018455e-01    1.24346383e+00    1.79850036e+00    3.24067165e-02   -3.50749822e-03
1291     4.29869804e-09   -6.07395788e-03    8.42748009e-01    1.22908640e+00    1.79314541e+00    2.51337568e-02   -3.53427294e-03
1292     4.30203137e-09    9.34039695e-03    8.54305963e-01    1.19679627e+00    1.77706123e+00    7.94688535e-03   -3.61469385e-03
1293     4.30536470e-09    2.11870376e-02    8.62279545e-01    1.15912218e+00    1.75571986e+00   -1.32187526e-02   -3.72140069e-03
1294     4.30869804e-09    2.49409500e-02    8.63696580e-01    1.13188983e+00    1.73797161e+00   -2.95416584e-02   -3.81014195e-03
1295     4.31203137e-09    1.91682672e-02    8.58050578e-01    1.12603634e+00    1.73157450e+00   -3.38264947e-02   -3.84212749e-03
1296     4.31536470e-09    6.07395788e-03    8.47457944e-01    1.14297515e+00    1.73891579e+00   -2.45396651e-02   -3.80542104e-03
1297     4.31869804e-09   -9.34039695e-03    8.35905557e-01    1.17515678e+00    1.75627962e+00   -6.15275377e-03   -3.71860188e-03
1298     4.32203137e-09   -2.11870376e-02    8.27798564e-01    1.21020875e+00    1.77641274e+00    1.37278606e-02   -3.61793629e-03
1299     4.32536470e-09   -2.49409500e-02    8.26293817e-01    1.23593211e+00    1.79214230e+00    2.80643454e-02   -3.53928850e-03
1300     4.32869804e-09   -1.91682672e-02    8.32018458e-01    1.24346385e+00    1.79850038e+00    3.24067208e-02   -3.50749812e-03
1301     4.33203137e-09   -6.07395788e-03    8.42748013e-01    1.22908642e+00    1.79314543e+00    2.51337615e-02   -3.53427283e-03
1302     4.33536470e-09    9.34039695e-03    8.54305966e-01    1.19679629e+00    1.77706125e+00    7.94689037e-03   -3.61469375e-03
1303     4.33869804e-09    2.11870376e-02    8.62279549e-01    1.15912220e+00    1.75571988e+00   -1.32187472e-02   -3.72140058e-03
1304     4.34203137e-09    2.49409500e-02    8.63696584e-01    1.13188984e+00    1.73797163e+00   -2.95416529e-02   -3.81014184e-03
1305     4.34536470e-09    1.91682672e-02    8.58050581e-01    1.12603636e+00    1.73157452e+00   -3.38264892e-02   -3.84212738e-03
1306     4.34869804e-09    6.07395788e-03    8.47457947e-01    1.14297517e+00    1.73891582e+00   -2.45396601e-02   -3.80542092e-03
1307     4.35203137e-09   -9.34039695e-03    8.35905561e-01    1.17515680e+00    1.75627965e+00   -6.15274900e-03   -3.71860177e-03
1308     4.35536470e-09   -2.11870376e-02    8.27798567e-01    1.21020876e+00    1.77641276e+00    1.37278649e-02   -3.61793618e-03
1309     4.35869804e-09   -2.49409500e-02    8.26293820e-01    1.23593213e+00    1.79214232e+00    2.80643494e-02   -3.53928839e-03
1310     4.36203137e-09   -1.91682672e-02    8.32018462e-01    1.24346387e+00    1.79850040e+00    3.24067247e-02   -3.50749800e-03
1311     4.36536470e-09   -6.07395788e-03    8.42748017e-01    1.22908644e+00    1.79314546e+00    2.51337658e-02   -3.53427271e-03
1312     4.36869804e-09    9.34039695e-03    8.54305970e-01    1.19679631e+00    1.77706128e+00    7.94689506e-03   -3.61469362e-03
1313     4.37203137e-09    2.11870376e-02    8.62279552e-01    1.15912222e+00    1.75571991e+00   -1.32187421e-02   -3.72140045e-03
1314     4.37536470e-09    2.49409500e-02    8.63696587e-01    1.13188986e+00    1.73797166e+00   -2.95416478e-02   -3.81014171e-03
1315     4.37869804e-09    1.91682672e-02    8.58050585e-01    1.12603638e+00    1.73157455e+00   -3.38264841e-02   -3.84212725e-03
1316     4.38203137e-09    6.07395788e-03    8.47457950e-01    1.14297518e+00    1.73891584e+00   -2.45396553e-02   -3.80542079e-03
1317     4.38536470e-09   -9.34039695e-03    8.35905564e-01    1.17515682e+00    1.75627967e+00   -6.15274457e-03   -3.71860164e-03
1318     4.38869804e-09   -2.11870376e-02    8.27798571e-01    1.21020878e+00    1.77641279e+00    1.37278688e-02   -3.61793605e-03
1319     4.39203137e-09   -2.49409500e-02    8.26293824e-01    1.23593215e+00    1.79214235e+00    2.80643531e-02   -3.53928826e-03
1320     4.39536470e-09   -1.91682672e-02    8.32018465e-01    1.24346389e+00    1.79850043e+00    3.24067283e-02   -3.50749787e-03
1321     4.39869804e-09   -6.07395788e-03    8.42748020e-01    1.22908646e+00    1.79314548e+00    2.51337698e-02   -3.53427258e-03
1322     4.40203137e-09    9.34039695e-03    8.54305973e-01    1.19679633e+00    1.77706130e+00    7.94689943e-03   -3.61469349e-03
1323     4.40536470e-09    2.11870376e-02    8.62279556e-01    1.15912224e+00    1.75571994e+00   -1.32187373e-02   -3.72140031e-03
1324     4.40869804e-09    2.49409500e-02    8.63696590e-01    1.13188988e+00    1.73797169e+00   -2.95416430e-02   -3.81014157e-03
1325     4.41203137e-09    1.91682672e-02    8.58050588e-01    1.12603640e+00    1.73157458e+00   -3.38264793e-02   -3.84212710e-03
1326     4.41536470e-09    6.07395788e-03    8.47457953e-01    1.14297520e+00    1.73891587e+00   -2.45396509e-02   -3.80542065e-03
1327     4.41869804e-09   -9.34039695e-03    8.35905567e-01    1.17515683e+00    1.75627970e+00   -6.15274046e-03   -3.71860150e-03
1328     4.42203137e-09   -2.11870376e-02    8.27798574e-01    1.21020880e+00    1.77641282e+00    1.37278723e-02   -3.61793591e-03
1329     4.42536470e-09   -2.49409500e-02    8.26293827e-01    1.23593217e+00    1.79214238e+00    2.80643564e-02   -3.53928812e-03
1330     4.42869804e-09   -1.91682672e-02    8.32018468e-01    1.24346390e+00    1.79850045e+00    3.24067315e-02   -3.50749773e-03
1331     4.43203137e-09   -6.07395788e-03    8.42748023e-01    1.22908648e+00    1.79314551e+00    2.51337735e-02   -3.53427243e-03
1332     4.43536470e-09    9.34039695e-03    8.54305976e-01    1.19679635e+00    1.77706133e+00    7.94690351e-03   -3.61469334e-03
1333     4.43869804e-09    2.11870376e-02    8.62279559e-01    1.15912226e+00    1.75571997e+00   -1.32187327e-02   -3.72140016e-03
1334     4.44203137e-09    2.49409500e-02    8.63696593e-01    1.13188990e+00    1.73797172e+00   -2.95416384e-02   -3.81014141e-03
1335     4.44536470e-09    1.91682672e-02    8.58050591e-01    1.12603642e+00    1.73157461e+00   -3.38264748e-02   -3.84212695e-03
1336     4.44869804e-09    6.07395788e-03    8.47457956e-01    1.14297522e+00    1.73891590e+00   -2.45396467e-02   -3.80542049e-03
1337     4.45203137e-09   -9.34039695e-03    8.35905570e-01    1.17515685e+00    1.75627973e+00   -6.15273664e-03   -3.71860134e-03
1338     4.45536470e-09   -2.11870376e-02    8.27798577e-01    1.21020882e+00    1.77641285e+00    1.37278756e-02   -3.61793576e-03
1339     4.45869804e-09   -2.49409500e-02    8.26293830e-01    1.23593219e+00    1.79214241e+00    2.80643594e-02   -3.53928796e-03
1340     4.46203137e-09   -1.91682672e-02    8.32018471e-01    1.24346392e+00    1.79850049e+00    3.24067344e-02   -3.50749757e-03
1341     4.46536470e-09   -6.07395788e-03    8.42748026e-01    1.22908650e+00    1.79314554e+00    2.51337768e-02   -3.53427228e-03
1342     4.46869804e-09    9.34039695e-03    8.54305979e-01    1.19679637e+00    1.77706136e+00    7.94690731e-03   -3.61469318e-03
1343     4.47203137e-09    2.11870376e-02    8.62279562e-01    1.15912228e+00    1.75572000e+00   -1.32187285e-02   -3.72139999e-03
1344     4.47536470e-09    2.49409500e-02    8.63696596e-01    1.13188992e+00    1.73797175e+00   -2.95416341e-02   -3.81014125e-03
1345     4.47869804e-09    1.91682672e-02    8.58050594e-01    1.12603643e+00    1.73157464e+00   -3.38264705e-02   -3.84212678e-03
1346     4.48203137e-09    6.07395788e-03    8.47457959e-01    1.14297524e+00    1.73891593e+00   -2.45396428e-02   -3.80542033e-03
1347     4.48536470e-09   -9.34039695e-03    8.35905573e-01    1.17515687e+00    1.75627976e+00   -6.15273310e-03   -3.71860118e-03
1348     4.48869804e-09   -2.11870376e-02    8.27798579e-01    1.21020884e+00    1.77641288e+00    1.37278785e-02   -3.61793559e-03
1349     4.49203137e-09   -2.49409500e-02    8.26293833e-01    1.23593220e+00    1.79214244e+00    2.80643622e-02   -3.53928780e-03
1350     4.49536470e-09   -1.91682672e-02    8.32018474e-01    1.24346394e+00    1.79850052e+00    3.24067371e-02   -3.50749741e-03
1351     4.49869804e-09   -6.07395788e-03    8.42748029e-01    1.22908652e+00    1.79314558e+00    2.51337799e-02   -3.53427211e-03
1352     4.50203137e-09    9.34039695e-03    8.54305982e-01    1.19679639e+00    1.77706140e+00    7.94691086e-03   -3.61469301e-03
1353     4.50536470e-09    2.11870376e-02    8.62279564e-01    1.15912229e+00    1.75572004e+00   -1.32187244e-02   -3.72139982e-03
1354     4.50869804e-09    2.49409500e-02    8.63696599e-01    1.13188993e+00    1.73797179e+00   -2.95416301e-02   -3.81014107e-03
1355     4.51203137e-09    1.91682672e-02    8.58050596e-01    1.12603645e+00    1.73157468e+00   -3.38264665e-02   -3.84212660e-03
1356     4.51536470e-09    6.07395788e-03    8.47457962e-01    1.14297525e+00    1.73891597e+00   -2.45396392e-02   -3.80542015e-03
